mot0set, mot1set, mot2set, radius, mean delta orient, total delta orient
0.000000, 0.000000, 0.000000, 0.009916, -0.000414, -0.414190
128.000000, 0.000000, 0.000000, 685.041502, -0.000069, -0.069240
0.000000, 128.000000, 0.000000, 0.009600, -0.001286, -0.851680
