mot_num,mot_val,radius,sign
0, 0, 246.612519, -6845.956065
0, 256, 19.944023, 360.981877
0, 128, 34.592160, 775.257103
0, 64, 87.579733, -2632.063600
0, 96, 38.052203, 901.063255
0, 80, 234.443674, 6733.279690
0, 72, 39.418730, 882.111324
0, 68, 65.536766, 1474.452899
0, 66, 131.197197, 2791.544862
