mot0set, mot1set, mot2set, radius
0.000000, 0.000000, 0.000000, 21.127462, -0.313514, -313.814470
128.000000, 0.000000, 0.000000, 1007.767157, 0.068855, 68.855420
0.000000, 128.000000, 0.000000, 1030.869405, 0.028010, 28.009700
0.000000, 0.000000, 128.000000, 1037.882083, 0.058763, 58.763440
84.000000, 84.000000, -128.000000, 1038.063534, 0.020329, 20.781910
21.000000, 21.000000, 64.000000, 1011.077925, 0.055737, 55.737370
98.000000, -114.000000, 42.000000, 5.774003, -0.258305, -258.622250
147.000000, -235.000000, 63.000000, 1003.967323, 0.125223, 125.222900
129.000000, -97.000000, -36.000000, 1010.554784, 0.078709, 78.708850
48.000000, -8.000000, 39.000000, 1005.096308, 0.098668, 98.667650
-32.000000, -80.000000, 54.000000, 1011.520700, 0.027704, 27.704440
88.000000, -20.000000, 13.000000, 4.467785, -0.262728, -262.728440
76.000000, -80.000000, -3.000000, 1016.423881, 0.057316, 57.315770
55.000000, -26.000000, 28.000000, 1001.590636, 0.083210, 82.784700
69.000000, -62.000000, 8.000000, 1004.764705, 0.101972, 101.971960
58.000000, -35.000000, 23.000000, 4.255689, -0.255994, -255.994230
162.000000, -112.000000, 52.000000, 1002.305100, 0.111544, 111.543770
40.000000, -28.000000, 13.000000, 1003.965311, 0.102161, 101.231070
73.000000, -27.000000, 18.000000, 4.799828, -0.245821, -245.820500
78.000000, -74.000000, 32.000000, 1002.642998, 0.104205, 104.204800
29.000000, -17.000000, 11.000000, 1001.887532, 0.095766, 95.348440
28.000000, 22.000000, 2.000000, 1008.145700, 0.030010, 30.010440
65.000000, -50.000000, 24.000000, 6.466747, -0.259221, -259.221210
101.000000, -57.000000, 31.000000, 1004.799057, 0.104501, 104.500560
47.000000, -27.000000, 16.000000, 1002.573274, 0.102488, 102.303450
65.000000, -31.000000, 20.000000, 1006.557875, 0.103431, 103.431420
61.000000, -42.000000, 23.000000, 3.739407, -0.261405, -262.077210
