@relation 'resultsNCexpanded-weka.filters.unsupervised.attribute.Remove-R37-144-weka.filters.unsupervised.attribute.Remove-R37-40,42-43'

@attribute 00 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute H numeric

@data
34,19,28,-16,-1,-16,23,-1,24,19,-20,-30,-4,14,46,15,3,-40,-19,-12,62,2,10,-23,14,-15,1027,15,-5,-11,3,1,62,-6,3,-8,101
4,-22,41,8,11,-4,-4,-9,20,10,3,-24,5,-2,25,34,11,-25,1,-6,4,25,-4,-25,23,23,156,189,17,-20,23,-2,322,111,33,-20,66
7,-18,-45,27,7,-23,2,10,31,27,16,-25,16,-6,-24,27,26,-7,12,3,-20,20,-8,-28,-4,-17,28,3,-4,-16,20,19,-6,1,7,-5,-152
46,3,21,5,0,-18,140,21,50,4,-6,-10,1262,-7,24,10,5,25,86,25,3,21,7,-10,28,25,23,11,2,-14,25,-16,5,15,-15,-15,-36
115,27,9,11,18,2401,-7,7,-13,51,2361,128,20,22,9,27,86,96,3,-3,11,15,25,90,-20,15,-8,8,3,103,14,28,11,19,-9,255,3
14,18,11,-24,1,70,19,24,4,30,44,74,-11,27,12,25,371,88,-11,2,33,63,45,37,-28,21,-6,38,26,68,6,38,-2,11,14,61,152
3,1,9,11,7,53,-18,36,25,9,-15,54,-3,1,26,19,0,69,-44,12,46,10,0,63,-2,12,1296,15,-12,58,21,33,190,-11,15,64,112
-18,21,257,59,-10,65,15,25,13,1,-2,67,-4,31,2,12,-9,43,-12,8,23,-9,-19,62,-18,22,36,33,13,66,1,23,239,100,1,53,91
0,27,17,-25,13,85,-17,26,-11,-7,-1,66,10,18,11,-2,3,54,6,16,14,10,-4,67,-4,1,41,13,-4,81,8,27,6,4,19,149,-171
-17,12,29,20,6,60,79,3,52,1,-27,67,2156,0,23,7,2,278,170,0,20,1,-21,88,69,23,0,25,-4,81,1,20,-13,-5,-4,82,-32
78,3,-21,3,12,2401,-1,-6,24,31,2361,131,-14,26,5,15,99,92,5,-13,-1,10,23,74,-3,-4,-5,-2,8,95,0,2,37,-18,-4,231,4
1,22,9,-19,24,21,-4,13,-5,-15,55,25,-1,2,16,-2,387,52,-16,-4,-2,64,28,32,-14,-6,-2,13,21,20,-51,-1,-24,-25,15,29,152
-9,8,-34,-4,7,26,3,20,38,5,-6,7,-39,25,-3,-24,-1,18,-7,13,-2,-17,5,28,8,-9,1285,8,24,17,-15,13,184,1,-1,32,110
-10,-27,-14,11,-8,32,-19,21,15,26,-9,34,11,1,23,1,-4,27,-22,20,22,-10,2,20,-30,-35,-7,-11,1,36,-24,12,30,1,-5,111,-172
-25,-7,8,10,4,12,10,-2,-76,-17,-4,22,3,-3,2,12,15,28,-36,-9,12,29,127,9,-17,-12,-7,189,115,20,-27,25,17,38,18,18,-56
22,-6,-30,-12,9,30,50,-10,18,-6,-3,53,2147,20,3,-7,4,245,160,-12,13,14,-10,56,46,13,10,-1,-2,40,3,23,14,-7,-11,28,-33
12,11,-52,-32,19,2363,-24,-8,1,23,2364,93,-23,-23,20,-6,89,63,-9,24,12,3,29,74,6,29,-3,0,6,71,17,-22,23,-2,-4,178,5
-21,13,2,-10,-8,31,-21,-4,5,6,48,21,-7,16,23,40,394,50,-8,26,9,47,33,25,-12,2,-11,14,9,31,-9,5,7,-21,1,49,152
-26,0,232,24,8,29,-10,-5,25,-18,-4,19,-7,36,9,-10,-13,27,-23,8,18,1,-8,37,-22,10,-33,-1,6,22,3,-8,-15,94,15,18,90
-11,-8,-3,-14,-4,42,-52,-17,-9,1,-2,32,0,11,25,-1,-5,20,-11,20,-31,-9,-3,26,-47,24,-10,-29,-9,44,-24,14,3,-3,0,40,-172
9,-15,5,5,-4,12,86,-1,65,22,-12,28,2140,1,-7,-11,8,211,149,15,0,-8,-8,68,75,29,6,-32,-14,38,21,-14,22,-2,-1,30,-32
86,25,44,25,18,2360,9,25,11,0,2365,94,-12,8,9,-15,81,37,-8,35,14,10,23,29,-23,1,20,-13,23,62,1,-9,2,28,16,211,5
11,8,7,9,9,30,-3,14,19,10,56,35,-9,5,16,28,364,28,-29,-7,3,51,48,25,11,37,-5,6,11,0,-16,15,13,-5,14,23,152
-2,-29,34,-4,0,44,-10,23,9,14,0,15,5,-5,8,18,2,21,-8,25,54,21,-26,21,-10,2,1299,14,-5,15,20,1,185,-12,16,32,111
-29,-11,235,26,16,27,-6,27,15,9,-2,16,-8,25,20,8,-14,20,0,17,23,6,1,15,1,-3,38,20,8,3,-12,19,5,90,3,21,91
10,26,-9,-13,5,26,4,32,41,8,8,26,-25,-7,3,-9,-3,17,-3,11,11,1,-1,23,8,5,36,15,0,47,-18,-1,13,-15,7,40,-172
10,1,0,1,-12,44,4,40,40,20,6,21,-32,-6,-27,1,-20,16,11,19,1,15,112,57,-12,33,-33,186,141,36,13,20,19,58,11,12,-56
23,13,24,-11,5,27,88,12,47,-3,11,29,2205,23,6,1,8,221,159,19,21,25,3,45,50,10,-37,-4,4,17,7,43,47,-2,-6,38,-32
26,-9,-21,6,482,1020,-13,10,11,-3,381,74,-19,0,17,25,45,66,-4,18,5,9,11,52,-14,-21,-5,-3,19,69,4,6,-7,10,26,166,10
-23,-26,16,-8,30,60,2,8,3,-3,48,63,-6,-15,6,44,308,42,-4,29,29,58,31,45,7,12,11,29,19,51,-11,17,9,11,12,58,157
10,-30,25,5,0,69,-24,34,-23,-8,-7,54,-8,13,-7,-24,6,56,-26,7,61,-6,6,51,-4,40,1021,15,4,60,4,5,277,0,16,84,118
13,31,257,13,14,56,-4,35,16,-9,17,48,5,10,-2,-14,7,52,27,-8,-4,-18,0,37,-10,12,-14,-2,12,53,-32,10,259,71,18,57,108
0,1,12,188,54,58,19,27,102,22,-5,60,5,0,5,-1,10,50,14,22,-8,22,10,45,4,-12,-10,12,-7,40,-8,24,-104,29,64,72,87
-2,26,8,8,3,38,-2,-7,-6,11,23,61,10,7,9,157,115,52,0,6,-4,173,57,39,-1,-9,-9,7,2,38,-3,4,10,9,12,56,-155
47,17,53,-17,19,49,34,14,36,5,10,60,42,11,-4,-15,5,187,5,-11,-27,-10,2,81,-4,12,-37,-9,9,62,-5,31,47,14,-7,52,-28
68,36,9,0,472,1027,-2,15,24,36,393,93,-5,27,14,34,69,65,1,30,-5,-21,17,65,-12,-6,-13,2,10,72,-2,8,-4,-31,27,182,11
-18,8,-29,12,16,53,11,25,-47,-9,52,49,10,31,33,63,299,49,19,29,65,64,32,43,-12,16,18,26,15,47,2,7,28,-35,23,45,159
10,37,220,-5,17,46,-9,6,4,-9,2,48,4,-15,9,-12,12,58,-8,2,-3,6,3,34,-20,-2,-6,-16,2,59,-17,12,248,67,12,52,110
-13,-9,1,199,53,20,11,-7,81,23,-5,39,1,-9,2,17,21,22,-1,46,6,4,13,40,25,9,-3,15,10,29,-3,46,55,69,57,49,89
-2,24,-2,-7,19,34,-25,-22,-4,-1,20,30,-11,-15,3,167,94,26,7,28,24,142,69,30,3,5,11,16,3,34,-24,-8,4,-19,4,21,-154
-9,-3,22,12,491,979,-14,19,24,36,401,47,-3,12,7,-28,60,53,-16,15,-13,11,36,38,10,24,9,1,9,40,5,-29,8,-28,28,152,13
-19,-17,9,1,26,9,-9,27,-11,7,51,29,-4,15,-1,72,309,35,-2,27,9,67,42,37,-5,8,8,30,26,9,8,16,16,10,24,30,161
13,20,21,-22,19,40,6,11,-29,-27,4,32,1,10,-15,-3,2,44,14,33,33,28,2,30,-15,-4,1020,3,19,57,31,14,267,-32,8,23,121
-6,-5,237,6,-1,27,6,4,17,19,12,34,-12,11,-23,4,8,46,-3,29,15,-1,5,19,-9,-12,19,10,6,46,-8,-6,264,71,8,24,111
4,29,19,21,11,40,0,1,25,-5,23,40,11,30,-1,152,118,17,-33,-5,5,174,61,31,-16,31,-15,2,9,27,-6,-1,21,-18,5,33,-151
3,15,4,2,23,48,27,-7,39,28,-1,56,2282,-9,-21,-22,23,159,11,1,-1,3,-9,31,-23,-17,1,-1,0,29,-13,13,21,6,13,40,-25
28,18,28,-5,468,1012,7,-10,23,2,401,51,16,31,-4,-13,58,50,22,24,38,-5,26,28,-25,-4,-3,-4,26,47,-21,-2,-6,9,25,150,15
-4,-7,-18,15,1,28,13,2,22,2,55,29,9,27,9,63,293,30,7,-7,18,64,43,43,-21,-7,8,18,22,32,-12,32,1,-2,28,11,162
5,-13,29,20,14,33,21,14,24,7,8,33,31,3,22,-15,-4,33,14,-10,54,-20,7,14,9,-19,1034,-4,5,43,28,-17,287,21,-14,40,122
17,10,11,-17,2,20,10,22,16,26,8,19,20,20,47,160,99,45,-13,1,51,171,60,25,-1,-13,30,-8,-7,29,22,4,13,-10,-1,19,-151
-14,15,33,2,2367,142,-10,33,24,41,138,52,5,24,18,28,25,23,-16,9,16,10,32,38,-35,0,1,14,51,43,-21,8,9,5,47,179,21
-40,5,10,19,-10,22,-5,20,3,16,17,18,-21,15,19,109,225,32,-1,33,-8,85,38,28,-10,13,23,22,15,18,-8,-14,12,-22,2,1,166
-14,-15,33,13,11,14,3,31,25,23,19,20,-30,1,-6,-14,3,26,-14,7,37,0,-10,25,-6,22,173,14,13,10,-28,7,613,20,5,32,134
-18,-22,-2,7,-2,13,-3,9,108,5,8,8,2313,11,14,-5,22,68,-9,-4,-26,-31,2,33,1,26,42,9,12,21,-3,3,5,-2,-8,38,-24
22,37,-12,3,2367,152,-4,9,-5,42,140,28,-21,-5,24,5,35,33,-4,14,8,0,8,33,-28,28,19,-5,27,53,-18,8,18,26,32,177,24
13,4,-5,11,2,39,-21,14,33,-11,3,10,-9,11,33,-12,10,-5,-23,17,19,5,4,38,-9,12,148,17,14,32,7,4,590,5,5,23,134
-15,38,192,6,28,8,-17,5,18,-21,-1,38,-14,38,13,-4,0,22,-19,13,30,18,-7,-4,-7,25,28,10,0,14,-20,4,223,45,28,27,128
5,25,17,136,97,17,13,13,2,148,63,32,5,17,24,1,-7,20,-5,11,0,24,-15,3,-12,16,9,13,3,13,-7,17,28,4,18,20,112
16,27,20,-4,15,13,30,0,90,27,-6,17,2316,33,16,16,8,43,18,11,11,-2,23,47,19,46,2,25,19,20,0,40,9,-5,19,11,-23
19,5,12,38,2366,139,5,-11,3,31,151,27,1,26,8,38,35,35,-14,15,7,27,24,32,-25,31,4,12,47,17,2,12,23,18,29,161,25
-37,31,43,25,0,-4,-25,20,30,8,11,6,-8,29,41,26,12,-1,-9,19,56,7,8,14,-26,2,166,-3,14,5,16,34,620,13,14,13,135
-19,-16,235,51,3,19,-21,43,22,46,6,-8,8,17,24,20,5,26,-3,15,22,-2,13,-8,-20,32,5,31,0,-7,-24,38,43,63,21,-11,129
-13,23,-27,130,107,33,-29,-13,-3,115,55,15,-4,6,-3,17,-3,9,-14,26,24,-2,5,-10,-33,-5,37,-3,10,-3,-23,20,30,7,13,11,113
-19,27,45,41,-7,20,10,24,49,22,2,16,13,19,5,26,13,54,-3,31,-34,11,14,49,-2,-10,34,12,3,0,-15,26,23,18,3,9,-23
20,31,25,-2,2366,137,-35,21,0,55,137,16,-18,30,42,32,38,13,-21,17,-17,15,27,27,-6,50,13,17,45,47,-33,7,24,8,61,153,26
2,16,1,32,13,13,-22,2,-28,0,13,31,3,35,15,84,219,29,-8,12,35,89,15,-7,-10,6,35,16,22,-6,-23,19,14,33,10,2,168
-3,38,59,8,-12,-10,-43,32,16,8,10,6,-6,35,12,26,5,21,-18,31,34,22,7,4,-20,29,167,7,8,6,-18,39,616,-9,-4,-5,135
-16,44,195,30,9,5,-27,29,18,-30,-10,6,-14,34,10,-2,5,3,2,40,40,30,15,7,-1,8,32,15,14,23,-21,7,232,75,11,28,129
31,30,44,133,97,5,-6,27,58,160,50,10,-28,25,11,5,20,7,18,20,11,20,9,-10,7,63,39,34,16,10,8,17,40,34,17,7,112
25,1,23,8,19,19,6,13,78,28,15,-9,31,21,24,17,2,33,15,14,4,12,12,49,-16,30,21,9,2,15,27,24,16,4,7,2,-22
61,16,18,24,2366,71,39,6,26,88,110,10,24,22,37,25,64,21,58,30,44,19,31,46,36,-4,39,37,40,33,53,37,22,26,76,138,28
9,27,65,11,9,10,18,27,39,9,-1,31,43,30,36,120,207,10,51,3,19,130,39,17,56,28,30,27,3,-8,37,18,56,13,20,2,172
17,19,210,-4,5,7,-4,1,51,2,-2,12,32,23,42,0,17,14,30,-21,32,15,6,13,9,0,36,-14,-3,5,22,-9,129,14,18,10,146
25,16,18,62,4,9,32,25,74,32,14,1,16,5,58,15,20,9,-8,17,-17,19,-2,7,32,28,14,8,18,6,12,4,19,93,32,7,22
56,16,15,-27,-1,1,42,17,59,5,8,-6,2308,24,39,-15,6,26,63,9,-9,-44,2,40,32,14,47,14,12,24,26,-16,42,-2,5,-7,-21
35,-19,11,26,2363,70,21,31,51,68,82,7,9,-22,34,17,36,1,19,-5,30,-13,26,42,23,-8,1,-7,50,55,19,20,20,-1,54,126,29
24,-11,10,8,23,29,9,-23,16,16,24,30,28,-15,35,115,192,7,8,9,34,113,36,6,23,13,37,8,6,20,31,-21,-4,2,13,13,174
19,7,43,6,9,-4,14,20,18,13,-4,18,24,23,27,-15,-2,0,16,5,30,-21,-2,4,6,24,100,17,10,-5,28,8,664,19,11,19,147
25,6,208,1,24,7,37,18,34,-10,14,21,37,-4,36,-6,14,11,-7,9,32,28,10,3,48,-3,41,-6,14,16,16,8,100,33,24,28,146
19,18,59,48,6,3,0,-9,24,3,4,3,11,-24,0,-7,1,17,14,3,3,5,0,6,32,30,38,38,26,8,20,2,42,91,69,-8,23
37,23,35,-31,2,12,13,-6,74,24,22,0,38,16,51,8,11,24,14,-9,3,-21,25,38,10,3,41,-17,2,17,11,-19,24,-4,3,10,-20
48,13,19,-24,2363,85,12,-18,2,50,94,7,37,-12,45,-1,42,2,11,27,20,3,33,25,13,13,30,13,48,54,16,-3,9,-17,56,133,29
-3,-1,-24,13,3,33,14,-12,-3,-20,5,15,6,27,47,154,210,10,5,-17,36,107,34,-6,-7,-5,21,36,-1,1,32,4,-1,-23,15,26,174
36,39,52,1,3,-2,11,0,-5,-14,1,8,9,19,12,27,-19,19,27,24,27,2,2,-9,5,20,26,-3,-12,6,26,25,35,16,-3,2,148
-8,4,224,29,8,-24,-18,-4,35,3,8,5,-1,10,16,7,18,13,41,18,46,-38,16,-3,-2,27,33,-18,-21,-14,-6,-25,124,16,31,6,147
30,24,5,-6,-1,-9,8,24,45,116,13,12,-14,8,105,70,0,16,22,25,-6,-8,6,6,24,27,21,-17,0,7,30,-19,24,17,1,-2,179
24,7,-15,47,-4,1,21,-9,64,-17,-4,-6,17,24,58,14,16,-14,24,13,27,-1,-10,6,15,9,7,32,25,-1,3,-19,26,113,31,-5,23
1,-28,43,-1,11,1,-8,-15,28,1,10,31,15,43,15,142,183,9,44,42,9,117,18,6,3,15,40,-7,4,-7,-15,-25,18,-1,7,20,175
29,-7,47,14,6,1,18,12,31,-8,8,-9,20,3,31,-9,-4,10,31,25,58,4,3,-5,10,22,72,21,6,-17,24,30,636,21,22,-2,148
21,14,204,-49,13,7,9,-4,37,-27,20,-12,13,-24,12,-4,1,5,11,14,8,-20,17,-3,19,-8,25,16,-5,19,12,-23,60,22,14,13,148
43,0,4,21,2351,45,12,38,28,111,89,-12,16,17,36,23,37,12,33,17,-16,-4,11,35,36,-5,-2,-21,37,19,19,31,21,20,36,85,36
-6,5,75,9,-13,8,15,4,6,22,-11,2,30,38,24,14,1,15,32,1,14,-5,-7,-13,17,18,28,20,18,15,27,3,715,12,0,6,158
20,24,191,19,15,7,4,27,163,-1,-2,7,-14,4,13,12,1,3,27,14,6,23,0,12,-5,41,24,-22,5,-1,6,-5,23,17,-6,15,167
27,12,1,5,2357,35,9,35,10,85,98,26,31,17,18,22,30,10,-7,10,24,15,9,23,0,17,37,14,52,5,23,30,11,-1,46,90,40
17,43,47,-33,-8,26,1,4,10,-8,-14,21,7,24,-5,-18,-11,9,21,23,44,-8,-2,4,-18,32,40,-43,5,10,45,10,700,-17,16,6,161
35,4,157,2,33,15,14,24,181,-18,25,-6,23,34,47,-10,7,8,6,23,24,-8,-3,5,14,28,39,-18,10,12,4,29,32,-6,-7,5,170
-4,-8,39,29,2357,29,0,-2,6,89,98,18,-7,4,34,19,46,19,21,30,-1,12,14,37,21,-3,1,-21,54,27,6,26,64,-9,50,91,40
-4,-7,198,11,15,10,11,30,184,8,0,19,-7,31,14,-32,-2,-1,9,34,24,6,19,16,-11,32,-4,6,4,21,35,-18,14,0,-7,21,171
-4,-17,31,10,13,1,10,10,16,-6,20,-9,5,5,67,96,14,10,4,15,109,53,5,7,9,20,-45,6,0,9,4,-18,19,12,23,5,-129
-9,1,-40,26,15,1,19,22,-2,0,0,11,9,-10,8,-6,7,14,6,-22,36,114,41,9,-14,10,-7,131,27,-5,4,16,-13,24,26,15,-59
-28,0,21,15,2362,37,-12,13,32,116,112,28,-5,3,-1,40,44,15,24,-3,7,5,8,15,24,-10,25,10,54,17,16,23,4,14,50,79,40
6,-15,162,42,24,-2,-11,14,174,7,12,-4,2,6,1,-11,-12,1,-18,-4,25,8,6,0,-1,35,37,9,10,3,-14,-2,8,-13,15,19,171
0,27,23,-3,7,0,-16,0,0,20,19,26,0,-13,100,61,21,-6,-6,-6,134,74,7,5,21,32,14,12,11,-5,-3,9,14,5,1,15,-128
-6,-7,36,19,-8,3,2,35,18,7,0,-5,-15,-8,-30,-17,-2,31,1,-19,19,128,48,-4,20,-9,33,92,19,9,1,16,36,19,12,-2,-58
14,28,-4,33,2357,34,25,30,-29,224,100,14,38,34,-19,40,22,-3,18,11,-35,22,32,1,32,-3,-18,9,48,32,7,17,-30,7,56,64,46
-7,-13,-45,-2,6,6,24,21,-28,-26,-8,-9,-5,17,-45,173,55,-21,-19,12,-35,28,-6,3,2,15,-60,-20,-6,-8,8,14,-77,-22,-5,-19,179
14,21,48,-22,2,0,19,28,42,-7,0,-5,-8,18,-170,-63,-34,-8,-7,21,-154,-22,-18,2,13,12,-148,-26,-16,-6,3,31,-150,-37,-23,-23,-172
-28,28,-69,-25,-7,-16,-5,19,-75,33,28,3,-20,19,-62,70,19,-26,-5,22,-55,-36,-2,-14,-29,31,-95,-16,1,3,-14,-4,-106,-35,-10,-14,-164
20,35,-75,-58,-9,-20,8,18,-75,-32,-12,1,2281,26,-99,-27,10,10,66,16,-77,-27,0,-6,9,5,-89,-13,-18,-2,-1,16,-72,-18,-14,-18,-11
35,26,-42,23,2357,15,-23,32,-4,263,70,3,15,-6,-49,3,33,13,18,32,-31,-19,22,22,23,15,-23,-19,37,26,7,21,-23,5,54,41,49
27,-27,-21,9,3,9,18,-6,13,19,10,31,2,-23,-16,193,33,19,11,-17,30,51,11,6,9,21,-12,30,4,10,18,18,-23,23,14,20,179
33,-9,94,-1,-4,22,48,1,-10,11,-8,21,20,28,10,1,-19,-1,10,17,24,26,-13,19,19,1,-15,-12,10,20,14,-14,737,9,-10,16,178
19,30,1,21,2,5,-3,18,-28,104,40,16,11,10,11,105,31,-1,17,11,-17,4,26,30,2,10,19,32,20,13,1,7,40,19,25,10,-164
3,20,18,25,1,-2,38,15,45,30,-2,18,2287,16,-17,0,19,37,81,-3,-6,10,15,7,27,-28,13,-10,-1,-1,39,18,3,-29,15,7,-10
34,9,87,14,23,14,16,11,23,9,7,17,36,6,3,12,23,10,16,4,-19,30,-4,12,-14,6,4,-8,-7,5,13,21,753,18,8,4,179
10,21,200,5,28,11,-14,2,172,19,7,7,-1,-1,7,20,-7,-1,25,4,-17,-3,-2,16,5,4,21,14,7,2,-4,18,12,29,-1,2,-168
10,1,-4,3,11,4,-1,4,-17,89,47,34,-16,-27,62,115,18,7,-10,-7,-5,5,8,19,18,11,7,22,6,9,22,17,-20,-1,6,6,-163
5,6,46,1,-6,7,42,2,37,9,-5,16,2287,-16,25,22,18,29,69,14,5,-5,21,16,32,10,-24,-2,-2,19,36,-2,4,5,-3,15,-9
-7,16,-5,26,2352,27,23,23,15,265,57,-10,-18,-9,16,22,9,8,-5,13,7,17,28,24,-6,12,2,20,47,17,-6,-5,-15,13,49,39,50
20,26,21,27,-6,-16,-3,-26,7,54,-4,13,1,18,-5,197,39,0,-6,13,0,34,2,11,3,5,19,27,0,-7,-14,8,7,19,6,-19,-180
4,21,99,27,11,14,5,-12,-1,6,16,12,12,17,38,-2,-10,9,3,-23,21,22,-1,-21,-9,20,37,23,3,-5,8,9,721,16,25,3,179
2,13,32,27,2,-11,-1,-15,48,41,3,-3,-6,17,23,46,-1,-7,-4,5,-1,25,3,5,7,2,5,3,11,-7,-32,1,0,40,22,-3,-158
25,11,35,-30,-18,49,21,38,73,8,-24,-76,2275,-23,91,-87,-25,-15,-12,-46,84,-31,-37,-12,-11,-74,12,-24,-32,-34,33,-28,-62,-8,-30,-21,-9
-19,9,18,90,1163,-6,-25,-12,-5,342,33,-3,-8,10,-9,52,23,9,-15,-17,-19,7,11,13,11,-15,-28,6,13,2,20,13,-4,6,73,20,45
-5,3,-12,-13,12,20,-8,-6,-4,36,25,25,-14,-16,-5,174,44,1,-3,-8,11,37,15,5,-1,-4,10,29,5,-14,-16,16,1,21,8,18,-176
-25,-18,268,-20,-3,-12,-7,-11,7,11,3,19,-14,-11,1,22,7,8,1,-10,7,-8,2,16,-6,5,14,7,-6,-12,-6,-10,246,8,11,9,-163
-22,8,196,17,21,-2,6,-36,177,10,20,12,-27,-8,19,15,-17,-6,-9,27,9,2,-8,-4,-5,13,0,17,-1,-12,-37,7,-23,29,-5,3,-155
-35,-9,-8,21,2,2,0,5,1,9,1,-1,-6,2,-38,7,2,-5,-39,-26,-7,-17,-10,20,13,14,35,63,4,-6,-21,22,7,12,12,6,-41
-5,-26,-17,87,16,23,-10,-13,18,85,8,12,-8,2,-46,6,-3,-6,-5,12,4,1,-17,-4,-5,19,6,-13,-5,9,-9,-1,5,21,-1,15,98
18,-33,-11,14,13,-2,21,-15,50,11,-3,-5,2277,1,34,7,15,16,53,13,-19,9,22,14,6,-19,-34,12,-3,22,24,12,-16,-23,-15,13,-8
18,13,11,63,1180,5,-27,-26,-60,308,10,13,-28,-14,16,49,19,-24,12,-22,-1,30,51,21,5,-10,-37,16,30,21,-13,2,1,18,97,12,44
25,17,265,16,-2,12,11,-13,-29,-1,0,11,6,-2,8,5,-2,3,5,-18,-1,8,-2,-5,-21,-22,20,2,2,3,23,-8,188,21,1,7,-162
2,12,199,17,-8,5,-8,-4,186,7,-7,-3,-1,-23,12,1,-12,6,-3,27,-26,3,-3,3,0,-6,-10,-6,-11,-1,-7,-29,19,1,-4,-21,-154
7,0,1,-18,-4,3,-11,17,10,1,2,9,-6,25,-13,-18,6,1,11,-16,-7,-19,-12,1,-11,1,54,30,1,-16,17,3,56,-24,2,13,-40
4,-1,14,-8,-2,-1,13,-3,-21,-18,-5,-4,13,14,14,9,2,-3,-10,-13,119,105,-6,6,-2,13,89,100,-2,-9,8,9,-5,-3,0,11,-40
-7,5,-3,82,12,1,19,25,19,90,40,-6,-14,26,-14,7,5,10,3,-9,2,-24,-7,-5,6,-1,-10,-14,17,-8,-30,10,5,6,-3,0,98
13,0,-18,78,1165,20,2,-18,24,323,23,-12,-4,9,16,32,24,-5,-1,-27,-1,20,46,27,-8,24,5,14,33,19,-8,8,-11,-23,73,15,44
23,0,16,10,30,-14,-15,-5,13,13,8,11,-28,15,16,172,60,-12,-4,13,-18,53,11,7,-12,18,12,3,6,-9,-12,-6,-4,12,-7,-11,-176
17,24,274,-5,-2,1,-1,-13,26,3,5,-8,-30,-10,32,12,4,-11,-37,-30,21,11,12,-11,-1,-4,26,-17,7,-4,-16,18,212,8,24,-8,-162
8,-27,179,23,25,-5,12,0,196,7,11,-10,-11,25,27,-1,-11,-9,-3,-2,16,0,2,8,4,-12,-8,-9,22,-5,-7,-3,-5,-5,-2,5,-155
17,17,-23,-40,-3,6,4,22,-5,24,3,10,21,-11,8,6,-18,-15,-5,7,18,-7,5,-7,-21,-28,21,47,10,1,-4,-8,-6,-4,7,-1,-40
-5,16,27,-23,-15,5,13,-17,54,4,-7,-18,2282,11,15,-20,34,35,71,1,-13,16,20,18,5,-12,18,-21,0,-13,14,28,15,7,-1,-10,-8
6,18,24,64,1172,7,-15,3,44,301,17,3,-11,20,22,50,18,-3,-5,7,-11,25,33,26,14,-3,-1,-16,21,14,28,23,-17,32,88,16,44
3,30,36,10,10,9,8,-15,6,34,35,25,8,11,-16,165,51,1,-4,5,16,14,11,-21,-17,9,17,23,9,-1,-6,-16,-19,2,9,-8,-176
38,-17,254,-12,2,16,-2,-4,15,5,-2,8,17,-7,10,15,-11,-6,12,14,25,10,1,1,-22,0,50,-1,15,-7,1,4,220,0,3,-1,-162
-8,13,149,14,-27,-31,1,13,189,-11,-28,-24,-15,5,37,-26,-46,-40,-19,-5,-7,25,-33,-45,-30,-8,3,-21,-30,-13,-4,10,-6,11,-27,-25,-154
-8,23,12,-8,-38,-49,-29,-9,-28,21,-16,-44,-29,4,-24,20,-22,-29,-15,21,7,8,-33,-46,-32,-15,22,51,-28,-36,-23,10,-38,-10,-32,-44,-40
-5,28,54,73,-32,-13,-33,6,-17,74,-29,-31,-7,14,26,20,-25,-37,-6,17,-4,20,-14,-21,-15,7,-23,10,-34,-52,-19,-2,53,-1,-15,-47,99
-29,-65,17,-16,-71,-81,-28,-51,-11,-51,-5,51,2269,-81,-21,-29,34,-90,-43,-35,62,-66,-44,-52,-19,-41,-49,-32,-67,-71,-21,-38,11,-31,-47,-77,-8
-28,22,10,200,888,-1,-13,-11,20,423,-4,-27,4,3,5,17,-30,-49,2,-4,19,23,-2,-35,-15,18,3,18,1,-31,-7,20,-14,-8,65,-15,51
-8,-9,-15,18,-1,-21,28,22,0,69,1,1,-4,-3,5,126,11,-17,1,9,19,39,-2,-5,-41,13,1,6,-18,-18,8,1,-2,5,-27,-12,-179
29,33,223,1,-20,-28,16,21,-1,12,-17,-16,32,0,14,15,-18,-11,-23,6,9,-4,-6,-6,2,15,33,25,-13,0,-3,18,134,17,-11,-10,-157
-5,-8,-30,25,1,-24,-13,-8,27,12,-19,-26,-10,1,-11,-12,-14,9,10,12,10,55,-16,-13,4,9,37,41,-11,-7,9,15,-16,6,-15,-16,-78
-7,-16,-16,14,-9,-9,8,18,-14,84,4,-21,-7,9,-19,117,7,-6,19,15,26,27,0,-31,-10,27,5,-24,-14,-28,-23,31,-8,-1,-2,-31,-178
-14,-34,15,47,6,-9,-7,-16,199,12,-4,-5,22,42,143,20,-11,-20,-18,33,8,24,-16,-17,1,22,13,5,9,-30,9,18,-1,8,-4,-6,-132
14,17,-11,-4,-16,-9,14,-1,15,17,-22,-23,5,17,6,3,-6,-10,-7,24,-7,5,3,-1,5,10,9,45,-2,-10,16,9,36,108,-17,-19,-13
9,-16,3,185,905,-5,0,-4,28,429,22,-12,12,0,-21,33,8,-16,-3,-11,14,-15,5,-17,13,15,19,32,-19,5,-6,24,2,16,72,-5,54
