33,-11,-15,14,-30,8,7,13,25,13,11,0,-1,0,18,11,13,14,6,-5,23,1,27,10,13,-10,-1,-27,12,13,29,-38,17,-12,-13,-3,156,44,15
30,13,50,-13,12,-8,-6,-38,60,19,-5,10,29,-5,56,20,-15,19,39,1,167,259,21,-10,2,-1,233,156,-15,2,-13,10,22,0,19,-13,145,-78,2
-5,79,2,11,-33,-5,15,5,-18,44,36,15,25,-30,-25,14,2,2,7,0,23,-17,2,-8,16,7,13,11,-39,10,21,-3,34,5,27,-8,188,-5,-157
42,-15,10,-6,11,11,39,26,5,3,-3,4,56,55,10,20,-15,-1,195,-11,11,-12,29,16,13,22,7,-1,16,12,3,19,19,-2,0,3,142,63,84
-6,27,120,33,-8,-12,14,80,98,47,-11,16,1,12,16,9,-22,13,5,-15,28,-21,6,0,17,18,12,0,-8,-8,-1,11,6,8,-25,6,161,-39,-141
13,-11,29,7,6,6,19,12,-21,23,6,7,7,-5,36,-17,15,33,34,-6,31,-17,17,14,25,60,86,-29,13,19,40,53,87,-19,7,5,221,-21,88
10,6,-2,-3,-8,-2,41,-15,18,16,-13,18,52,6,-7,11,-8,31,30,-6,19,14,-10,9,20,20,3,23,7,-10,39,-37,29,2,-4,22,155,44,17
32,-46,56,17,18,26,36,-25,0,17,-8,17,68,-25,26,33,-21,25,19,19,150,257,-3,-1,2,-5,210,131,28,-25,2,7,43,40,16,10,145,-78,2
9,84,25,22,-7,2,20,-29,42,-14,-4,33,14,17,55,-8,0,-5,10,38,-21,-4,11,9,10,45,20,-30,26,2,-28,-5,53,20,27,4,191,-5,-136
32,64,120,-34,3,1,7,77,118,16,5,2,-16,11,21,-14,-2,0,11,24,11,29,18,17,18,-23,1,14,18,5,12,4,27,3,0,11,166,-39,-150
-2,-12,29,21,-4,-8,-1,-10,15,-18,9,21,1,-7,34,-22,-5,19,3,12,1,4,-10,-3,33,62,71,11,14,14,20,71,57,35,6,25,229,-20,96
18,-13,-4,14,12,12,35,-30,23,20,4,7,9,19,4,1,8,5,17,7,1,-15,13,12,26,15,-11,-27,11,10,36,2,20,7,7,2,149,45,34
33,-24,1,13,16,13,13,-8,-3,-2,-3,14,3,-30,14,14,-6,-9,21,4,214,305,2,2,9,-10,184,159,0,10,10,-9,36,1,-10,11,146,-77,-5
23,17,10,29,6,15,1,68,76,23,10,4,21,107,48,12,-3,0,38,6,5,-6,5,4,11,-7,-27,16,16,-1,4,6,2,-4,-5,21,201,-7,-65
13,15,9,-4,10,11,25,4,-17,18,12,26,14,31,45,24,2,27,16,25,12,17,13,31,3,12,-1,-4,6,36,-4,-2,-18,34,-13,-13,144,64,85
6,75,119,14,-1,-1,22,88,134,34,1,14,45,0,26,18,20,31,38,-11,18,4,12,0,9,12,36,35,24,10,21,23,20,36,10,2,166,-38,-149
10,8,4,8,11,-7,-13,11,45,21,-2,-1,21,1,31,24,4,16,1,10,-1,17,18,9,38,48,29,23,-3,23,30,32,72,26,-4,8,229,-20,96
2,16,18,-4,6,14,-13,15,8,3,12,23,27,13,-32,22,-9,8,30,0,-24,33,-11,3,40,6,1,32,16,9,19,-2,-10,13,-9,21,149,45,35
-6,-17,18,53,-9,1,23,1,46,33,-1,-2,14,-10,25,54,29,12,6,21,201,311,-7,13,14,19,144,163,-8,10,-18,19,17,24,-13,-3,146,-77,-7
18,4,0,17,9,18,3,77,54,36,4,16,17,89,34,36,-26,2,18,-25,-9,-2,24,13,23,-18,17,0,38,6,15,9,14,31,14,28,201,-7,-65
48,33,4,2,8,14,3,32,-22,8,23,0,71,51,4,55,7,16,135,9,47,21,11,35,20,26,36,19,20,23,-3,2,37,31,22,-2,144,64,85
15,67,94,43,22,2,13,94,103,44,-12,23,-12,22,3,31,1,-11,9,-16,41,0,31,-12,-12,26,14,32,2,22,39,21,-3,49,-26,18,166,-38,-149
24,48,26,5,-2,16,9,24,8,47,-9,5,-11,18,28,15,12,-5,38,-35,20,2,19,9,4,85,77,38,-4,12,6,74,55,26,4,21,229,-20,97
29,-7,20,28,1,-6,17,12,34,54,27,1,-9,-10,-7,64,33,5,-14,14,192,316,17,5,-1,-1,182,133,40,12,27,-25,26,4,-13,-2,146,-77,-7
0,14,-6,12,27,15,11,68,56,-3,16,4,-4,68,33,3,15,-3,-5,9,14,26,30,0,42,-28,0,8,19,30,-4,-4,-9,5,17,0,201,-7,-65
0,-17,-6,5,-11,-1,24,6,-15,44,-9,-4,90,-1,58,9,34,-3,136,22,4,44,24,31,15,23,-5,13,14,50,14,-7,-12,-11,3,13,144,63,85
-18,34,123,45,28,-9,-9,85,126,33,29,30,26,14,-2,4,16,12,6,22,-22,22,-11,20,5,21,14,39,2,4,-15,-6,-2,28,34,20,166,-39,-150
-1,19,-15,33,41,-4,9,28,7,23,10,19,13,31,2,27,13,8,12,-14,-3,15,19,12,47,72,62,16,12,1,-11,93,4,20,3,-3,230,-20,97
-25,7,21,56,15,-8,10,-3,-4,66,7,25,-6,29,-1,55,28,1,22,0,270,365,29,-4,26,30,264,237,12,-8,5,-25,21,23,31,0,145,-77,-8
-18,2,-8,20,15,26,10,83,72,10,14,-18,-17,52,16,-3,42,-3,29,-26,22,23,19,7,-19,19,-22,26,13,-8,0,37,-24,42,8,23,206,-7,-45
