@relation resultsNCexpanded-weka.filters.unsupervised.attribute.Remove-R37-144

@attribute 00 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute R numeric
@attribute B numeric
@attribute RBx numeric
@attribute RBy numeric
@attribute H numeric
@attribute Hx numeric
@attribute Hy numeric

@data
44,14,15,5,13,-116,44,-28,20,25,-44,-122,40,-2,-11,26,-50,-130,52,-6,-22,24,-46,-128,71,-14,-21,10,-49,-131,48,-16,-3,-5,25,-130,200,178,-6.979899,-199.878165,0,1,0
45,-55,40,559,-59,-116,40,5,14,50,-59,-114,46,14,3,19,-37,-113,50,-22,14,21,-47,-144,42,4,3,26,15,-116,48,-20,-13,663,245,-133,89,-142,54.793871,-70.132957,22,-0.999961,-0.008851
50,-24,25,21,-63,-119,36,-4,22,1,-46,-127,66,5,143,399,-38,-94,58,2,361,341,-46,-106,34,12,52,13,-58,-135,57,2,57,40,-58,-136,108,-101,106.015736,-20.607372,-93,0.317429,0.948282
43,14,-3,26,-10,-103,55,-19,-2,-9,-40,-116,38,-4,7,-3,-58,-115,44,-9,10,6,-55,-123,29,-37,-15,15,-34,-125,55,15,-16,11,-1,-124,233,-168,48.443424,-227.908391,36,-0.127964,-0.991779
14,-20,-2,23,47,-35,30,-1,13,22,3,-53,5,-22,21,5,-33,-67,19,-12,17,-1,-28,-68,5,-35,9,1,-28,-64,36,9,-2,24,73,-70,200,179,-3.490481,-199.969539,0,1,0
59,-8,29,532,-23,-56,35,-10,10,56,-30,-65,27,4,14,4,-23,-77,17,-38,-5,10,-16,-59,18,10,26,17,45,-26,42,19,19,677,278,-35,89,-142,54.793871,-70.132957,22,-0.999961,-0.008851
32,-8,38,-5,-44,-81,46,10,19,31,-45,-71,31,-14,89,408,25,-60,12,-19,366,343,-25,-67,40,-26,59,36,-16,-59,24,8,23,2,-31,-82,108,-101,106.015736,-20.607372,-93,0.317429,0.948282
26,-39,23,49,34,-56,10,-1,41,6,-16,-71,12,-11,9,24,-29,-61,-8,-29,-3,-27,-39,-74,14,-2,21,-5,-20,-65,6,-4,17,9,8,-76,233,-168,48.443424,-227.908391,36,-0.127964,-0.991779
17,-31,3,36,52,-75,12,6,22,7,-20,-56,11,-21,7,28,-7,-69,25,5,-16,8,-20,-60,33,9,-12,21,-22,-74,24,-16,17,-2,43,-65,200,178,-6.979899,-199.878165,-1,0.540302,-0.841471
30,2,9,24,5,12,38,-6,2,-28,-11,-37,27,-17,44,10,-28,-33,778,-13,-30,-10,-31,19,74,1,20,22,13,2296,10,23,7,36,222,177,51,119,-44.605605,-24.725291,-157,0.996831,0.079549
19,1,-6,29,-21,-82,0,11,27,1,-26,-72,22,-11,115,412,-13,-10,42,-17,363,372,-13,-58,17,-22,42,-2,-31,-57,0,-3,38,32,-29,-63,108,-101,106.015736,-20.607372,-93,0.317429,0.948282
54,1,26,-23,17,115,54,-2,11,2,-23,107,60,-3,29,4,-3,113,50,7,16,2,2,103,7,-40,29,12,-15,100,65,-19,-5,1,14,99,247,-170,42.8911,-243.247515,38,0.955074,0.296369
42,-58,18,33,44,115,47,-2,5,21,-9,104,37,-17,1,8,4,115,45,-9,28,24,-2,103,44,-20,-4,22,-15,121,55,-3,21,24,60,113,213,179,-3.717363,-212.967559,1,0.540302,0.841471
28,-7,9,0,-10,103,36,6,23,15,5,139,62,-2,14,8,820,722,40,5,34,50,542,130,40,-26,-1,24,13,115,35,-19,0,3,0,115,91,160,-31.123833,-85.512028,133,0.494872,0.868966
30,-24,-1,11,19,32,47,-20,26,29,-10,43,35,25,-6,9,-9,60,35,1,18,-3,2,44,31,-10,-17,-13,-11,42,35,1,7,-19,-3,69,249,-171,38.952182,-245.934397,38,0.955074,0.296369
17,38,6,-2,46,60,41,-22,-7,0,-18,71,36,-22,-9,-8,-2,67,48,1,29,14,-8,53,51,-13,-11,-5,4,59,68,17,11,8,73,56,213,180,0,-213,1,0.540302,0.841471
52,-18,-39,16,-12,38,41,-11,-24,4,5,53,58,24,-29,0,12,55,35,-17,-15,324,477,46,45,-21,-25,558,200,40,20,-11,27,45,-6,53,99,-148,52.462007,-83.956762,81,0.776686,-0.629888
30,-18,42,15,-1,47,22,-11,-1,13,2,52,38,-28,37,25,-15,38,21,-14,-48,43,6,62,44,-32,106,383,13,87,36,-30,297,305,-16,59,107,-110,100.54711,-36.596155,2,-0.416147,0.909297
37,9,13,21,34,50,52,-14,16,37,11,50,55,-21,-5,15,-12,76,36,9,-82,13,-9,68,31,-3,-21,-20,-37,45,11,-11,13,-2,-11,39,249,-171,38.952182,-245.934397,38,0.955074,0.296369
3,-25,19,23,45,51,36,-16,-11,-17,-5,57,51,2,-4,6,3,49,40,-22,3,7,-21,47,6,-44,-23,2,4,26,68,15,16,36,65,56,213,179,-3.717363,-212.967559,0,1,0
-6,-6,-12,8,17,23,10,40,29,14,20,27,4,-8,38,31,802,39,0,40,47,26,536,23,6,23,6,16,26,40,21,8,18,14,-16,46,85,161,-27.673293,-80.369079,156,0.471652,-0.881785
7,6,-3,14,5,23,-4,19,9,4,3,6,17,-6,18,22,3,24,39,17,0,351,498,46,34,9,34,523,216,35,14,9,28,14,-1,20,97,-148,51.402169,-82.260665,103,-0.782231,0.622989
14,8,3,30,-19,35,-28,-13,40,2,-6,29,19,-7,28,29,-13,28,5,-9,21,49,-1,21,-9,14,30,386,26,36,-15,27,304,315,-3,50,107,-110,100.54711,-36.596155,2,-0.416147,0.909297
42,27,-6,-10,-24,44,28,18,2,11,5,-3,30,22,10,5,7,37,9,24,-41,358,499,48,10,40,4,545,209,32,2,11,-28,35,3,27,95,-147,51.740708,-79.673704,126,0.943984,0.329991
13,11,10,-2,37,65,31,-10,2,5,46,69,-8,-12,-8,-3,12,76,15,20,-11,-20,-6,67,10,15,7,1,-6,47,6,-9,-12,4,18,65,256,-171,40.047223,-252.848215,44,0.999843,0.017702
-10,-11,2,11,11,54,9,10,8,101,450,68,-9,-4,40,371,304,67,13,5,21,28,5,57,-10,14,27,-1,10,61,-15,-18,-33,4,22,49,103,-151,49.935391,-90.08583,160,-0.975629,0.219425
3,-33,105,337,28,73,26,-10,50,18,3,69,-16,-13,-9,5,-2,55,18,3,10,-17,-3,62,-1,-7,8,6,12,56,13,-2,30,203,54,91,113,-114,103.230637,-45.961241,87,0.56975,-0.821818
-1,-7,0,18,4,59,6,17,5,7,1,50,18,11,-17,25,3,63,3,-13,10,19,8,80,1,17,12,-3,11,74,12,-21,7,-1,-8,74,390,-132,289.826482,-260.960936,-107,0.98278,-0.184782
26,16,10,-2,34,42,24,5,25,-10,39,36,1,24,41,4,3,31,5,19,1,0,-4,32,-5,-9,13,13,8,48,5,26,29,0,-11,42,260,-171,40.672961,-256.798969,45,0.525322,0.850904
1,27,-44,-33,20,60,45,-8,-8,-5,5,61,53,24,22,-10,30,1039,19,16,68,6,302,951,11,4,-1,-7,66,134,6,25,-32,-10,6,61,91,135,-64.346717,-64.346717,136,-0.612548,-0.790433
28,20,7,25,31,18,-1,-5,38,115,463,57,-1,6,-25,401,286,49,45,33,33,44,22,55,13,4,50,-5,-4,26,13,24,25,-15,-3,33,103,-151,49.935391,-90.08583,160,-0.975629,0.219425
41,27,112,311,-10,37,-2,13,75,15,-6,33,5,10,29,12,-5,41,19,9,21,13,-15,45,28,24,1,-2,-9,24,34,8,-8,174,50,43,113,-114,103.230637,-45.961241,87,0.56975,-0.821818
1,9,-22,-16,-7,27,29,10,-1,4,-2,27,13,15,-12,-21,12,38,25,29,-19,-21,-8,36,34,-11,3,3,-9,32,8,7,33,-27,-10,21,390,-132,289.826482,-260.960936,-107,0.98278,-0.184782
11,-18,29,38,37,19,-4,31,24,13,38,35,6,13,18,3,21,46,19,41,19,-10,-17,32,13,12,19,-9,6,44,-4,4,16,-14,-12,28,260,-171,40.672961,-256.798969,45,0.525322,0.850904
20,16,-12,-3,-2,54,30,-7,21,-18,2,44,60,30,32,-7,26,1047,5,6,-21,17,304,942,3,9,35,7,59,107,37,9,50,-6,15,22,91,135,-64.346717,-64.346717,137,0.334165,-0.942514
13,-8,-5,-8,5,34,3,7,0,-20,-7,38,0,22,47,5,4,21,-1,6,16,-2,11,32,7,1,-2,-4,-3,40,24,14,15,5,-2,44,390,-132,289.826482,-260.960936,-107,0.98278,-0.184782
-15,-1,-8,-43,23,9,-15,1,22,15,36,11,-35,-14,-1,9,-1,4,-4,-8,-8,9,1,16,-10,-2,17,-23,-31,4,-11,-7,17,-5,-4,0,260,-171,40.672961,-256.798969,45,0.525322,0.850904
-1,-13,-4,-15,1,16,-3,13,-80,-4,-17,25,18,-4,-11,-21,17,1004,-13,-15,8,7,287,922,1,-17,-8,-39,51,75,-19,-10,-6,-36,13,18,91,135,-64.346717,-64.346717,137,0.334165,-0.942514
-17,-10,-38,-34,7,-6,11,9,-10,105,454,6,0,16,56,399,297,-1,-7,-7,14,32,9,3,-24,-3,1,3,-3,8,-19,10,19,6,11,8,103,-151,49.935391,-90.08583,160,-0.975629,0.219425
-34,12,19,-31,-22,-61,-27,-17,1,-24,-58,-65,-35,-16,-11,-1,-9,-60,-30,-9,0,-29,-11,-72,-46,8,0,-4,-22,-47,-40,6,-22,-29,-24,-53,355,-132,263.816413,-237.541365,-106,0.686487,0.727143
1,8,18,-17,60,73,-16,1,38,-1,54,78,8,15,25,33,26,96,0,-21,12,-10,-4,89,-37,-6,13,-12,15,82,-28,7,2,-27,14,74,232,-178,8.096683,-231.858672,40,-0.666938,0.745113
46,-10,78,262,319,68,-19,-1,69,50,26,78,-3,-23,33,10,27,78,-8,-11,52,19,22,83,3,-15,-19,-11,15,75,-11,1,25,12,171,85,111,-153,50.392945,-98.901724,55,0.022127,-0.999755
32,-2,42,11,34,69,-22,17,58,416,45,80,9,-3,151,279,35,87,16,11,64,35,24,80,2,7,19,3,23,88,-26,-19,8,25,4,76,117,-116,105.158903,-51.289424,176,0.997494,0.070752
-18,-33,23,25,17,73,6,-16,45,14,15,72,12,20,53,29,9,47,-1,6,44,25,31,70,3,-29,-18,-6,17,99,-33,20,24,-9,14,88,345,-133,252.317027,-235.289434,-106,0.686487,0.727143
8,16,39,8,69,104,12,1,20,11,52,77,29,3,13,-8,15,81,8,6,50,7,1,80,-8,-11,17,34,17,72,5,9,40,16,20,93,232,-178,8.096683,-231.858672,40,-0.666938,0.745113
51,5,50,-11,-13,64,38,-21,88,22,13,104,20,1,58,2,83,113,44,13,18,-25,128,95,40,-12,-15,18,23,79,11,20,58,-22,12,64,110,131,-83.018054,-72.166493,101,0.892005,0.452026
-9,4,29,20,16,59,38,-4,51,-1,21,67,32,13,14,-3,27,77,43,-1,8,6,98,58,29,9,15,51,664,71,19,27,-13,20,54,76,88,163,-25.72871,-84.154819,-120,0.814181,-0.580611
42,23,52,272,315,76,31,-22,40,85,33,50,30,6,-9,19,29,92,30,10,40,12,18,58,29,27,43,7,-3,59,39,6,20,20,6,58,111,-153,50.392945,-98.901724,55,0.022127,-0.999755
16,39,21,27,14,65,29,-16,82,388,66,86,-2,-14,188,291,3,69,27,15,62,35,4,59,21,9,68,28,-1,74,8,-21,29,15,-11,69,117,-116,105.158903,-51.289424,176,0.997494,0.070752
36,30,31,-8,24,74,21,15,21,23,46,68,-6,-1,29,4,-2,69,9,22,29,31,6,85,12,0,38,15,8,76,5,12,-14,4,17,90,232,-177,12.141942,-231.682052,40,-0.666938,0.745113
16,-7,53,21,-5,43,31,23,51,29,12,86,19,25,57,8,40,143,12,33,22,21,92,764,51,7,67,19,679,243,16,5,42,18,58,57,88,164,-24.256087,-84.591029,-120,0.814181,-0.580611
14,-15,6,67,29,74,19,20,35,422,39,91,36,-1,195,286,5,75,23,26,51,13,-5,70,40,8,25,8,3,54,2,7,27,18,-2,70,117,-116,105.158903,-51.289424,176,0.997494,0.070752
23,-27,12,19,-3,67,8,19,30,20,1,52,10,-13,10,49,8,60,10,-9,30,36,16,66,6,-14,10,29,4,72,28,43,12,5,-6,79,345,-133,252.317027,-235.289434,-106,0.686487,0.727143
-14,-4,58,17,53,33,7,7,24,22,61,48,22,6,29,4,5,67,0,-9,36,24,12,36,0,14,19,-3,-5,27,-14,0,27,7,-4,50,232,-178,8.096683,-231.858672,40,-0.666938,0.745113
29,10,59,268,327,51,17,4,53,98,4,44,30,12,-2,41,-8,42,-13,2,64,16,13,37,1,9,48,52,-5,42,15,11,38,39,6,52,111,-153,50.392945,-98.901724,55,0.022127,-0.999755
-4,26,43,37,20,22,-16,-20,14,426,55,43,-6,23,135,275,-4,38,7,7,70,42,9,37,13,11,41,20,-6,27,7,-7,33,45,5,18,117,-116,105.158903,-51.289424,176,0.997494,0.070752
91,4,-14,157,111,29,91,42,-8,193,69,36,77,3,-14,14,13,3,94,-15,-45,28,10,43,102,-1,-31,41,1,39,108,5,-50,49,27,25,190,-158,71.175253,-176.164932,67,-0.51777,-0.85552
47,3,106,665,20,-10,61,5,779,741,22,12,47,15,60,62,14,21,67,41,32,63,2,24,49,10,9,64,12,23,41,26,18,77,-13,12,88,-123,73.80301,-47.928235,144,0.871147,-0.491022
83,-2,28,45,1258,70,51,3,89,159,90,2,51,-6,-3,62,9,34,42,10,24,53,16,27,60,12,11,39,20,67,113,28,18,44,23,100,108,175,-9.41282,-107.589027,39,0.266643,0.963795
40,-24,5,44,-28,-33,36,21,46,66,-46,-50,31,1,27,53,-39,-51,158,-7,54,44,-37,-50,127,28,10,70,-5,-40,81,3,0,35,-32,-30,108,35,-61.946255,88.468421,49,0.300593,-0.953753
18,-6,10,170,124,-23,-17,-7,-16,124,12,-24,-8,15,5,23,-2,-18,0,-7,20,32,-17,-37,-22,12,24,25,-14,-29,-4,13,3,34,-5,-35,156,-154,68.385899,-140.211871,60,-0.952413,-0.304811
27,27,264,594,8,-19,4,-2,764,591,-2,-12,20,-4,62,41,-35,10,16,-12,16,19,-24,2,22,32,53,46,-11,-3,37,4,22,35,-18,-15,89,-100,87.64789,-15.454688,137,0.334165,-0.942514
45,19,66,55,1759,60,56,15,50,139,59,18,42,18,34,9,19,-1,67,-3,26,22,-12,24,43,11,9,28,-15,19,52,-19,21,21,-13,12,64,178,-2.233568,-63.961013,32,0.834223,0.551427
32,12,21,54,-2,-6,25,10,74,26,-15,3,44,6,0,26,-28,-4,185,18,42,31,-4,9,155,34,21,46,15,13,37,16,13,5,-11,10,129,18,-39.863192,122.686291,44,0.999843,0.017702
27,2,530,54,-1,2,56,-2,64,14,-23,25,96,3,17,8,-24,-7,50,7,-6,26,-25,-11,9,4,36,30,-12,9,50,24,118,26,-3,2,88,-103,85.744566,-19.795693,145,0.883863,0.467745
46,-18,-15,38,-9,-7,41,-13,-37,22,-25,15,57,-7,-52,62,-1,-2,28,-4,37,67,-21,-16,20,27,57,10,-16,-3,25,10,19,29,-14,9,252,121,-216.00616,-129.789595,133,0.494872,0.868966
45,44,56,46,2,-17,29,22,166,87,-6,-1,36,1,1138,406,25,4,54,15,907,52,-8,-18,43,7,87,28,-15,-20,36,-3,-13,51,-16,-14,89,112,-82.519363,-33.339987,107,0.98278,0.184782
102,16,-5,143,138,54,53,22,66,155,16,51,84,5,15,51,7,58,64,17,41,54,-10,51,107,32,36,31,4,65,67,15,7,29,-8,44,143,-151,69.327776,-125.070618,57,0.899867,0.436165
107,38,65,12,11,48,90,24,-9,34,-4,38,97,-1,34,23,-13,59,124,18,-37,15,10,47,137,6,47,49,11,43,104,7,66,60,48,40,131,63,-116.721855,59.472755,167,-0.879689,-0.47555
115,-17,275,631,33,55,98,-5,753,624,20,55,83,-3,105,77,-1,43,97,11,67,59,-9,74,111,11,26,30,-14,62,114,-9,36,24,7,46,90,135,-63.63961,-63.63961,8,-0.1455,0.989358
123,21,84,18,1765,86,89,10,69,170,66,49,92,5,32,61,29,64,129,19,4,37,18,60,112,7,36,-21,28,81,94,-22,47,4,25,142,64,141,-40.276505,-49.737342,-5,0.283662,0.958924
129,11,38,0,-10,51,111,24,64,26,-9,59,83,-33,-10,3,-21,45,213,-36,45,28,-6,70,191,7,24,31,0,65,127,3,51,45,-13,43,129,-116,115.944432,-56.549878,-90,-0.448074,-0.893997
48,5,-1,140,145,44,55,-5,31,117,44,50,48,-16,22,2,0,39,63,4,42,0,-5,38,67,1,3,19,8,13,62,14,13,25,6,57,143,29,-69.327776,125.070618,-123,-0.887969,0.459903
60,29,38,-11,35,43,58,29,17,26,22,48,35,-8,20,35,10,44,58,-6,34,8,16,48,68,10,34,25,76,191,15,24,38,7,163,285,138,-39,86.846214,107.246143,71,-0.309023,0.951055
19,3,20,-2,28,55,18,11,32,1,36,53,1,0,15,44,26,35,45,5,51,22,56,24,43,26,14,5,40,58,51,29,18,12,41,49,232,136,-161.160742,-166.886834,154,-0.998081,-0.06192
49,10,-18,7,37,49,17,0,18,10,131,41,53,23,9,10,61,34,25,-3,8,5,34,53,42,7,11,-9,36,35,52,-21,23,7,21,41,158,127,-126.184411,-95.086774,43,0.555113,-0.831775
39,-22,41,55,690,68,6,13,63,246,523,39,45,10,20,35,76,47,55,32,1,16,55,41,42,-18,16,16,52,46,39,7,35,30,69,39,79,159,-28.311068,-73.752854,27,-0.292139,0.956376
61,19,104,15,22,10,62,34,102,24,16,5,595,-31,38,25,29,32,117,-1,48,-3,21,29,63,-17,47,-11,28,0,24,16,25,0,12,22,76,10,-13.197262,74.845389,-65,-0.562454,-0.826829
34,-21,156,416,26,19,33,14,1739,82,39,18,30,3,173,12,19,23,26,28,69,-5,19,36,19,11,15,25,13,35,23,-22,51,54,10,15,74,-69,69.084952,26.519228,-163,0.9349,0.35491
12,-10,18,4,15,19,29,1,38,16,-9,20,13,11,24,-6,23,0,33,1,15,-1,32,28,40,29,7,-1,130,191,52,-3,12,3,170,248,161,51,-125.1205,101.320583,162,0.206482,-0.97845
49,20,26,-22,19,37,34,-14,30,-16,127,2,28,1,-9,14,11,11,18,8,47,7,17,15,17,13,31,26,29,26,1,12,6,-20,13,29,165,-8,22.963562,163.394231,-90,-0.448074,-0.893997
32,18,6,37,688,45,12,9,39,261,505,31,4,29,16,39,51,44,18,-13,9,-1,31,22,19,20,14,0,52,47,31,-1,8,18,46,44,84,-168,17.464582,-82.164398,61,-0.258102,-0.966118
31,5,-1,-21,24,23,44,21,52,-16,15,31,467,-14,47,-1,24,27,421,1,7,24,11,16,35,28,-1,11,42,17,45,6,20,-3,16,32,118,-144,69.35866,-95.464005,-141,-0.931722,-0.363171
49,23,153,391,44,47,32,24,1682,67,28,28,35,-1,163,5,7,19,33,0,51,16,6,24,30,-8,52,-9,12,24,35,17,97,66,30,44,74,158,-27.720888,-68.611605,66,-0.999647,-0.026551
22,19,46,136,109,20,5,-28,-2,133,53,39,27,2,12,-2,23,29,17,23,12,-13,28,25,8,-19,10,12,21,18,32,-18,17,3,43,29,165,-145,94.640112,-135.160087,70,0.633319,0.773891
53,27,9,1,27,38,26,10,-5,-3,30,23,37,-11,26,-9,18,28,27,10,14,-5,17,27,54,32,18,19,132,207,25,35,15,9,175,244,161,74,-154.763133,44.377614,-175,0.598484,0.801135
39,-28,68,472,53,30,35,5,496,521,27,19,26,28,70,16,13,10,15,19,28,25,31,44,31,5,13,2,17,27,12,4,12,7,24,22,93,-100,91.587121,-16.149281,149,-0.223741,-0.974649
27,19,12,28,662,2,24,11,54,264,479,-2,16,19,30,31,41,11,13,20,13,-1,18,23,5,5,11,2,40,9,9,-8,13,19,17,7,84,62,-74.167598,39.435611,-69,0.99339,0.114785
39,-4,88,10,7,16,62,-16,78,11,15,-5,620,0,-35,-14,27,8,80,31,18,15,21,9,56,28,50,-1,1,13,36,17,44,-11,5,5,75,-166,18.144142,-72.772179,119,0.928471,-0.371404
16,26,138,431,23,20,35,21,1760,82,9,-8,17,21,157,26,16,-1,13,-6,34,2,-4,20,25,-21,-5,3,6,22,-3,0,76,60,14,0,74,111,-69.084952,-26.519228,18,0.660317,-0.750987
10,16,-35,114,97,10,26,12,2,158,18,1,-4,-2,45,21,9,-5,1,3,34,9,10,-3,23,25,42,-1,9,10,25,12,-19,23,13,5,165,35,-94.640112,135.160087,-110,-0.999021,0.044243
23,27,-2,6,4,-19,21,1,28,2,12,-1,9,19,26,8,20,25,17,-16,8,14,7,28,35,1,33,-2,113,165,39,-3,44,13,161,198,161,-33,87.686885,135.025961,78,-0.857803,0.513978
0,-5,45,456,7,-7,30,-3,515,531,6,3,14,23,57,53,7,5,28,-2,22,20,14,9,12,23,23,5,19,6,30,27,47,22,7,-1,93,80,-91.587121,16.149281,-31,0.914742,0.404038
32,0,9,11,9,2,15,-13,14,-1,105,13,25,1,7,11,40,17,8,11,25,20,6,17,32,-22,14,2,-16,0,9,9,25,-2,12,-9,165,10,-28.651949,162.493279,-74,0.171717,0.985146
-13,12,37,33,670,22,24,1,56,244,496,29,35,25,30,40,37,24,9,15,15,3,9,-2,3,-6,15,18,38,-1,-4,12,-9,27,33,25,84,59,-72.002053,43.263198,-71,-0.309023,-0.951055
-41,-2,19,4,13,2,13,-20,-9,19,19,12,47,37,10,5,-4,25,52,-11,16,12,5,5,88,1,22,6,8,-20,23,7,17,-1,2,1,157,68,-145.567865,58.813235,168,-0.075136,-0.997173
-12,29,32,121,79,15,-23,-16,7,138,44,5,23,13,2,20,12,9,-16,-10,-5,3,17,-6,12,18,38,12,1,0,29,18,30,23,-11,-20,165,-145,94.640112,-135.160087,70,0.633319,0.773891
43,-23,13,-38,-7,25,2,-41,-17,-24,12,0,21,10,40,-20,11,-9,17,13,14,-21,6,21,27,-31,12,-16,124,174,-14,-37,24,10,150,227,162,147,-88.231524,-135.864632,-102,0.101586,-0.994827
15,8,51,-12,10,-1,52,-21,84,18,6,-13,2229,-17,31,-8,12,11,66,11,26,-5,9,24,72,15,31,6,12,11,49,8,43,-18,1,-1,62,28,-29.107237,54.742751,-26,0.646919,-0.762558
1,4,1,104,48,3,5,23,16,55,71,28,8,9,-3,-8,9,5,8,38,-5,6,7,-2,-1,0,-3,-13,4,-13,-8,-11,-14,-8,11,19,184,-146,102.891494,-152.542913,73,-0.736193,-0.676772
-3,-16,-2,5,6,-6,0,14,-13,-3,8,-4,30,-61,-5,-6,-7,16,0,2,2,-27,8,11,34,-9,9,-9,103,102,2,0,-8,9,116,144,180,154,-78.906806,-161.782928,-94,0.969459,0.245252
5,-6,23,410,47,2,21,-1,233,435,-1,-8,-18,12,2,27,5,5,9,-4,7,20,17,15,20,-10,-13,13,-6,20,-20,4,-7,-10,6,21,99,-106,95.164908,-27.288098,143,0.057503,-0.998345
20,-27,22,66,411,7,11,-7,-1,226,404,-5,-1,7,9,44,30,25,-16,11,-9,-10,13,20,-20,0,16,28,14,1,23,-10,-10,12,22,10,102,-163,29.821914,-97.543085,78,-0.857803,0.513978
25,-20,1648,48,25,12,16,1,47,14,9,23,15,-2,12,8,5,-7,-5,-19,30,47,12,2,-6,12,100,156,23,5,19,-36,951,1093,10,24,71,-82,70.309033,9.88129,97,-0.925148,0.379608
15,-7,-16,95,39,13,20,23,-19,108,69,21,7,-11,3,24,13,2,-1,-11,37,12,8,14,4,13,-18,-5,14,7,-22,2,18,10,4,9,189,-146,105.687459,-156.688101,74,0.171717,-0.985146
38,2,-27,-46,0,14,-7,5,1,19,20,10,-5,7,-29,6,32,15,6,8,-15,-8,15,15,27,-7,34,-9,113,145,30,10,45,-12,122,110,183,156,-74.432806,-167.178819,-92,-0.626444,0.779466
-9,20,25,390,43,24,15,-3,222,414,14,-1,-19,11,-6,15,18,-8,-1,0,13,14,10,-4,-13,-12,10,16,19,22,-4,1,-24,39,9,4,99,-108,94.154595,-30.592682,143,0.057503,-0.998345
32,19,-13,-28,29,13,10,-28,-5,13,71,8,-9,-3,1,8,113,10,-3,1,-21,-6,10,9,11,19,-11,-7,27,17,-6,20,-9,-8,3,8,190,176,-13.25373,-189.53717,106,0.686487,-0.727143
22,4,1647,25,2,-7,-10,-8,41,7,-13,10,-16,-19,3,0,-18,-21,-16,-22,23,38,-6,-9,-10,1,6,163,32,-2,9,11,983,1070,15,3,71,-81,70.125872,11.106847,98,-0.819288,-0.573382
-12,-51,-21,86,39,-3,4,-14,-5,117,43,2,-18,-17,7,-5,-5,-7,-7,-29,3,20,3,-12,9,-14,13,25,2,6,8,-20,8,-5,-7,-3,188,-146,105.128266,-155.859064,74,0.171717,-0.985146
1,-4,7,-29,16,12,-25,-24,-17,-4,15,19,19,6,17,1,2,-1,13,-10,-14,21,2,3,17,-8,-6,18,98,102,-13,-3,17,15,106,133,183,155,-77.339142,-165.854325,-93,0.317429,0.948282
-14,-48,21,412,22,-24,-5,-12,220,453,4,11,0,-14,2,9,-1,15,1,-17,30,17,-10,-10,-3,-31,-7,0,-11,-23,-14,-17,-16,1,12,-2,99,-107,94.674171,-28.944799,144,0.871147,-0.491022
2,-5,-20,-4,6,17,36,-5,1,10,100,-5,-1,-12,8,-6,109,-7,-7,0,8,3,-7,-10,-1,-6,8,6,2,-9,19,-15,0,-25,4,2,190,177,-9.943832,-189.739612,107,0.98278,0.184782
-21,-4,13,33,397,-3,-1,-4,18,201,412,-4,9,-25,15,41,22,19,-7,-32,-18,-2,-12,-14,-17,-24,-9,-7,-8,11,-15,-36,3,-6,4,-1,102,-163,29.821914,-97.543085,78,-0.857803,0.513978
-6,-21,1656,70,-1,-1,-7,-21,20,24,3,-1,2,-25,73,-24,-5,-10,12,-7,12,30,-5,-9,-5,-23,58,163,38,1,6,3,976,1112,18,8,71,-82,70.309033,9.88129,97,-0.925148,0.379608
20,12,-30,91,40,7,-17,-34,-3,71,44,-6,-18,-23,-25,-10,-8,-8,-42,1,46,-12,16,-7,-9,-25,-13,-4,1,4,-12,8,-62,-24,-1,3,189,-146,105.687459,-156.688101,74,0.171717,-0.985146
-22,-18,-19,14,3,7,-9,-16,15,2,12,17,2,10,32,10,7,-8,-35,-28,12,6,10,-19,1,0,8,26,98,88,3,-6,-3,21,118,97,184,155,-77.76176,-166.760633,-93,0.317429,0.948282
-105,20,13,306,33,12,-89,15,0,154,17,11,-88,-1,11,26,-10,13,-85,-6,13,15,-6,0,-96,-5,0,21,12,11,-109,6,-20,10,18,7,99,-107,94.674171,-28.944799,141,-0.931722,0.363171
-105,20,26,-32,-14,14,-97,10,21,17,75,9,-103,-9,-20,14,85,8,-83,-7,3,-10,-2,3,-86,3,-4,-12,-5,13,-91,17,27,-4,11,21,195,176,-13.602512,-194.52499,120,0.814181,0.580611
-81,-26,-35,14,218,-2,-99,5,3,158,285,8,-120,-17,1,42,1,10,-78,-11,22,8,26,11,-71,20,8,16,15,28,-84,8,8,9,6,21,97,-161,31.580111,-91.715302,94,0.969459,-0.245252
-85,-5,51,10,12,4,-91,-10,29,28,15,-2,-81,-24,17,117,31,14,-99,-18,75,1082,19,21,-91,9,1516,810,-21,3,-99,-27,91,35,-9,-9,68,-85,67.741239,5.926591,-27,-0.292139,-0.956376
