@relation resultsNCexpanded-weka.filters.unsupervised.attribute.Remove-R37-144

@attribute 00 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute R numeric
@attribute B numeric
@attribute RBx numeric
@attribute RBy numeric
@attribute H numeric
@attribute Hx numeric
@attribute Hy numeric

@data
69,16,-11,3,-7,-19,35,24,-11,3,-16,-29,76,161,20,2,-7,-37,57,41,-10,-26,12,-19,19,23,0,4,4,-15,30,36,-54,-33,-12,-17,140,45,-98.994949,98.994949,26,0.646919,0.762558
30,39,165,29,-4,-31,20,23,-28,-6,-3,-10,34,20,-14,-18,-13,-26,11,32,-7,29,11,-34,-6,3,14,30,11,-12,27,36,208,216,-4,-9,137,-70,128.737889,46.85676,117,-0.724097,-0.689698
20,15,216,21,20,-42,8,-3,16,-13,-3,-16,13,7,2,-8,-6,-40,9,35,-25,-20,-32,-17,19,20,-37,0,2,-28,13,10,-38,18,14,-20,120,-47,87.762444,81.839803,165,-0.066337,0.997797
32,23,-27,-17,11,287,-2,6,-22,-2,23,223,41,27,-9,-45,-13,-4,23,-6,-20,-13,2,-32,2,-9,-14,5,7,-32,9,-12,-7,9,14,2,149,106,-143.227993,-41.069966,-16,-0.957659,0.287903
6,5,-14,19,25,-29,21,44,0,0,15,-11,36,68,110,110,171,0,34,127,21,649,66,-43,28,34,40,145,-4,-25,1,2,-26,3,11,-10,107,-126,86.564818,-62.893022,-96,-0.18043,-0.983588
-11,17,-1,13,-15,-43,8,16,8,-6,-17,-37,0,49,160,5,18,-12,57,276,130,-1,-11,-22,25,37,-32,6,5,-39,32,10,-13,13,-1,-23,124,-19,40.370451,117.244303,5,0.283662,-0.958924
17,14,-49,7,-9,-15,44,15,-26,-8,-6,-21,20,18,9,-6,10,-41,20,2,-21,6,14,-28,24,26,-21,-1,-10,0,19,32,3,-10,-9,-17,116,18,-35.845971,110.322556,68,0.440143,-0.897928
5,45,0,-23,9,-36,0,14,16,3,1,-4,227,136,7,-2,14,-26,143,57,-14,-15,-15,-5,-17,15,-13,7,1,-38,47,28,-22,-23,-5,-20,140,45,-98.994949,98.994949,26,0.646919,0.762558
-2,68,231,18,-5,-28,9,163,58,5,-30,-29,3,1,-5,-8,16,-37,10,16,-12,3,17,-22,27,22,-2,14,22,-23,36,9,3,34,9,-38,120,-47,87.762444,81.839803,165,-0.066337,0.997797
32,42,5,13,-12,287,5,3,-19,4,-11,207,1,0,52,23,-4,16,20,15,-10,-20,4,-17,-11,2,27,-28,-16,26,24,18,34,-4,-9,10,149,105,-143.922948,-38.564038,-16,-0.957659,0.287903
-18,30,10,-16,-5,-22,29,-9,10,-6,-10,-23,-3,13,29,-30,-28,-11,-27,30,21,0,-10,-9,5,2,-2,-4,23,-6,4,23,38,7,-4,0,116,17,-33.915118,110.931352,68,0.440143,-0.897928
-1,46,203,2,22,-26,14,104,55,5,-11,-23,20,24,29,-27,-23,-27,-21,27,-14,-17,-9,22,-2,-15,-10,16,-10,-30,0,22,4,3,2,-24,120,-46,86.320776,83.359004,167,-0.879689,-0.47555
11,21,-2,-1,49,8,21,28,5,218,284,-18,1,22,-35,352,69,-20,16,25,18,14,10,-19,-11,27,-18,12,30,-7,7,2,-12,-14,7,1,122,-153,55.386841,-108.702796,118,0.189129,-0.981952
20,-41,-12,3,5,-1,16,45,19,-24,1,-12,204,118,7,1,-19,-13,174,39,-12,-11,-3,5,9,21,1,-21,-7,-14,17,-1,-22,-15,12,-18,142,44,-98.641489,102.146252,23,-0.532833,-0.84622
-4,1,156,48,13,-13,17,6,3,-18,0,-2,-10,10,-14,-8,-24,-3,12,-22,-3,10,-25,-21,4,-23,28,-9,-11,-11,10,17,213,164,-9,-7,143,-69,133.502001,51.246617,116,-0.971592,0.236661
-25,22,-2,-11,3,-16,1,-5,-13,18,27,1,15,32,-4,562,215,-1,-2,30,29,455,39,-16,-8,12,-17,29,-13,-24,-11,-6,0,23,18,15,119,-127,95.037626,-71.615988,-124,-0.092776,0.995687
-15,22,22,7,-11,-12,-2,10,8,-7,-11,-16,-38,4,-7,6,-10,-4,-2,33,57,-8,9,-3,5,242,165,-11,-28,7,-26,189,110,-14,-8,-1,130,-18,40.172209,123.637347,88,0.999373,0.035398
-26,-4,18,7,11,-3,5,41,2,-15,14,11,164,134,7,-30,-6,12,131,47,-25,-10,-10,3,-9,17,-4,-7,-14,-14,-33,10,-33,-14,-13,8,142,44,-98.641489,102.146252,23,-0.532833,-0.84622
-16,33,169,23,1,11,31,49,0,-6,-10,4,-26,14,22,7,-11,14,8,2,-12,26,-18,-27,-12,1,-6,-4,16,4,-30,-6,198,162,7,1,145,-69,135.369162,51.963353,117,-0.724097,-0.689698
70,43,10,-15,-22,263,-11,17,22,-4,-11,215,-33,28,1,32,396,2,-24,7,-13,28,46,4,2,8,-1,776,563,15,-1,6,0,945,419,-4,149,106,-143.227993,-41.069966,-10,-0.839072,0.544021
14,-6,-19,-12,7,-3,-25,18,14,-28,-12,-7,-5,35,8,4,-27,-20,-18,42,20,9,-21,-4,-33,253,148,-1,-1,14,-18,202,81,-15,-4,-11,130,-19,42.32386,122.917415,88,0.999373,0.035398
2,30,-13,-40,7,-1,12,25,-15,-15,-20,-21,-38,-13,22,-3,3,-12,-47,6,-2,34,0,-8,-1,31,-5,16,1,10,4,9,10,2,-13,9,108,12,-22.454463,105.639941,87,0.56975,-0.821818
-27,-19,22,15,12,6,11,41,-38,-18,-3,4,189,139,5,-23,-9,-12,138,41,-19,-11,16,-9,3,-6,-15,10,-4,2,11,22,-25,18,6,-1,142,44,-98.641489,102.146252,23,-0.532833,-0.84622
9,34,165,13,0,-5,-16,15,2,-4,-5,5,-9,1,4,-13,-9,-2,-30,22,-41,12,11,-7,-2,21,-6,-8,2,-18,-8,16,225,162,12,6,145,-69,135.369162,51.963353,117,-0.724097,-0.689698
-3,87,213,0,10,-37,20,193,66,3,-10,8,-28,42,10,-26,5,1,-16,15,67,1,-19,-25,-24,21,-21,-1,10,3,-6,1,8,3,-4,-26,119,-43,81.157805,87.03109,173,-0.977527,-0.210811
-12,-13,-11,-2,13,280,15,29,28,2,19,215,-31,-3,3,-2,19,11,-12,-6,-2,-8,-10,9,-42,-7,-6,-10,18,8,1,22,2,-18,1,12,149,106,-143.227993,-41.069966,-10,-0.839072,0.544021
-5,17,-19,-25,-2,0,-24,21,15,28,-7,-5,-10,19,18,-24,-4,2,-7,-15,3,-16,-13,25,-10,14,-24,-20,9,1,-5,26,-6,-25,-11,-6,108,12,-22.454463,105.639941,87,0.56975,-0.821818
11,8,3,-14,-1,-4,-8,-5,-7,-4,-12,-26,5,28,5,-11,-6,-23,-8,23,3,-11,-11,-7,-13,254,183,21,1,1,-29,235,73,-12,4,-13,130,-19,42.32386,122.917415,88,0.999373,0.035398
-32,25,157,44,-5,5,-23,16,1,4,2,5,-17,-1,-3,-1,-6,-6,-24,-2,-13,-14,-13,-8,-3,8,8,9,8,-4,-6,-11,203,160,1,-16,145,-69,135.369162,51.963353,117,-0.724097,-0.689698
-5,27,237,18,-11,10,-15,17,62,-7,-4,-17,1,7,7,-10,4,6,-30,5,4,30,8,-17,-16,-2,-23,-1,10,10,-10,-10,-35,-24,-6,2,119,-43,81.157805,87.03109,172,-0.705551,0.708659
-33,36,16,-4,34,-8,8,20,-2,205,352,8,-15,33,-6,520,390,-8,-5,11,-24,20,30,-12,-6,5,-6,36,7,-10,-38,10,10,5,15,-6,114,-153,51.754917,-101.574744,135,-0.996088,0.088369
-4,4,-22,-14,-2,-9,-4,10,-6,19,15,-12,-16,-18,-36,-10,5,-26,-24,23,21,1,9,5,17,0,9,13,-13,-6,48,28,16,-42,-24,0,108,12,-22.454463,105.639941,87,0.56975,-0.821818
1,29,-3,-13,34,-6,25,21,-26,7,5,3,22,6,-5,541,194,5,-19,-3,26,449,27,-8,14,26,4,35,-7,-19,-4,-14,1,-19,28,10,120,-127,95.836261,-72.217803,-126,0.943984,-0.329991
-41,30,234,54,-16,7,-20,-16,56,27,-3,-30,-7,21,26,19,-1,-29,-22,0,-11,13,-17,18,-2,-5,-44,-1,8,-23,-23,18,-29,30,1,-25,119,-43,81.157805,87.03109,173,-0.977527,-0.210811
8,3,8,1,24,17,-19,1,12,228,356,-16,-3,9,22,510,387,10,-18,-1,-39,65,39,-22,4,4,14,20,9,-6,-14,1,-28,11,20,2,114,-153,51.754917,-101.574744,134,-0.463829,0.885925
34,-3,-15,21,-1,287,0,-15,-37,15,24,235,-15,-22,-13,4,11,28,2,-34,-10,-19,-4,-1,-14,-4,-6,-14,3,13,-10,-20,-27,3,-3,6,149,106,-143.227993,-41.069966,-10,-0.839072,0.544021
-5,-12,-16,17,14,35,-24,-26,-4,48,51,5,-4,15,15,393,163,4,-5,-4,38,283,21,7,11,-5,19,29,16,-3,-28,-5,-18,14,7,12,127,-129,98.697537,-79.92369,-146,0.083959,-0.996469
9,185,126,16,1,2,-26,-21,-4,17,0,-17,6,11,11,3,-11,10,8,-4,4,-8,-5,-1,-28,-16,-21,-5,26,6,-1,235,215,-2,-8,26,137,-19,44.602837,129.536045,-140,-0.197814,-0.98024
3,-5,20,-15,10,9,4,3,2,8,6,16,179,129,-20,11,-2,3,68,45,48,29,8,-9,-12,-19,6,16,-2,3,-21,-22,8,14,-1,7,145,45,-102.530483,102.530483,27,-0.292139,0.956376
19,-10,146,34,-8,19,17,-18,17,37,-4,3,-19,-7,-1,-3,-7,-3,-7,-36,27,-14,21,10,17,-26,22,35,-25,13,-8,19,167,147,16,-7,151,-67,138.996233,59.0004,119,0.928471,-0.371404
1,62,245,20,-5,10,-2,-2,106,-6,9,1,16,-8,14,10,-13,10,1,-35,-11,8,-15,12,-8,1,-25,-33,4,8,-14,18,3,-21,11,-12,120,-43,81.839803,87.762444,172,-0.705551,0.708659
-19,-23,39,3,34,21,-2,-23,44,155,467,21,-1,11,5,432,516,8,-2,10,-10,99,38,4,-5,-6,-16,62,-9,36,-5,5,-45,23,4,11,107,-154,46.905713,-96.170963,145,0.883863,0.467745
106,-9,1,21,-23,295,49,-34,28,15,31,216,-12,4,-12,21,0,9,-24,-8,27,-15,20,21,-4,-38,25,17,20,8,-5,-7,-40,-1,12,18,150,107,-143.445713,-43.855756,-11,0.004426,0.99999
-13,4,10,52,6,14,-9,-16,-43,59,57,-7,-11,-15,10,385,161,5,3,12,-9,326,8,-14,-18,6,-15,35,13,6,-21,-19,-26,38,-4,9,129,-130,98.819733,-82.919602,-152,0.359044,-0.933321
-1,154,118,-44,25,15,33,-31,9,-3,-10,3,-8,0,-6,25,-17,-5,17,-13,36,-24,0,-23,-40,6,-10,-13,9,-16,-28,204,208,3,23,6,138,-20,47.19878,129.677582,165,-0.066337,0.997797
24,11,-2,-24,-8,-6,-1,23,-38,39,-9,-4,139,108,28,0,20,4,63,36,41,2,14,32,-16,-18,-34,18,-12,-7,22,8,-14,6,3,2,145,45,-102.530483,102.530483,27,-0.292139,0.956376
10,40,229,21,15,6,3,39,125,19,34,19,16,11,21,-5,0,9,-26,19,-18,21,-13,18,6,7,-80,18,-20,-1,-14,-16,-23,15,1,-1,121,-43,82.521802,88.493798,172,-0.705551,0.708659
8,-6,39,4,48,33,-32,4,-5,183,515,21,0,10,-2,450,527,6,2,-4,9,67,52,-5,-11,-17,31,37,30,-21,-7,-25,-8,25,8,-1,107,-154,46.905713,-96.170963,145,0.883863,0.467745
13,23,-39,1,-24,14,-3,-5,27,-13,-11,4,-19,-11,-11,8,35,15,37,4,-4,38,4,9,1,8,-1,-4,16,13,0,-27,23,-16,-14,17,106,5,-9.238509,105.596638,107,0.98278,0.184782
41,-11,-14,-3,0,292,-24,-17,14,-27,36,221,34,-19,-47,18,18,31,1,22,-36,-30,22,33,15,-1,-11,-2,8,0,-22,-14,5,-4,-7,15,150,107,-143.445713,-43.855756,-11,0.004426,0.99999
5,-23,-36,17,-4,20,-5,24,1,21,56,3,16,29,-13,393,155,27,-2,20,-4,313,16,-2,16,-11,-29,12,19,2,37,-34,-38,10,4,3,129,-130,98.819733,-82.919602,-151,0.979355,-0.20215
-6,161,130,19,10,-6,24,9,16,12,-15,4,44,10,4,3,11,20,-1,-19,-24,-6,27,21,-7,-24,-21,17,6,-8,19,194,202,26,4,12,138,-19,44.928405,130.481563,165,-0.066337,0.997797
27,-1,-14,-20,-36,-5,19,2,-27,12,3,2,229,100,21,2,0,12,176,45,-26,8,-15,35,33,-3,20,-24,14,10,16,-8,6,3,-19,11,145,45,-102.530483,102.530483,26,0.646919,0.762558
10,-5,111,75,-17,-13,-22,23,-6,-17,0,-21,-29,3,-26,21,-12,17,-7,1,-11,27,-1,11,30,-11,-32,-9,-15,5,3,-4,181,162,-9,1,151,-68,140.004762,56.565596,119,0.928471,-0.371404
18,-46,-16,-17,50,27,20,-9,-30,133,489,15,12,-30,39,411,521,10,18,16,-20,94,68,-4,33,-25,7,10,1,7,-7,10,7,-23,29,13,107,-154,46.905713,-96.170963,145,0.883863,0.467745
17,0,22,-23,5,17,8,12,-23,-15,5,14,5,-13,-2,9,-3,-12,4,6,41,22,28,11,8,-11,-55,35,-2,1,22,-9,29,-31,10,14,106,5,-9.238509,105.596638,107,0.98278,0.184782
110,6,-30,19,-18,308,4,20,-17,-1,27,212,-12,0,7,-30,37,26,-11,2,-5,-14,26,5,15,-6,-10,-8,3,10,-19,23,-13,-36,7,2,150,106,-144.189254,-41.345603,-11,0.004426,0.99999
-13,-41,11,5,17,-5,-5,4,-23,46,56,-5,-17,-13,-36,374,152,5,2,-2,-16,292,36,24,-4,25,15,10,22,-6,-12,9,18,-16,29,-11,129,-130,98.819733,-82.919602,-152,0.359044,-0.933321
5,165,94,19,0,7,-35,13,-18,-21,8,10,-4,-31,0,-32,-15,8,0,-8,21,-8,3,4,18,-25,-19,17,-3,-13,5,200,195,43,12,15,138,-19,44.928405,130.481563,165,-0.066337,0.997797
-2,49,211,27,-6,-7,-10,188,119,6,23,-3,12,29,-24,3,18,20,20,13,-36,0,-2,-1,25,13,10,0,0,7,5,-27,19,15,-4,9,122,-42,81.633934,90.663669,172,-0.705551,0.708659
16,5,11,25,-19,-12,-4,20,3,8,-13,-19,-1,-19,1,7,-2,-13,-4,-10,22,20,-6,-16,23,-10,9,-21,2,14,36,34,12,13,3,30,106,5,-9.238509,105.596638,108,0.37551,0.926819
134,25,22,20,4,283,17,13,-7,1,25,235,32,7,-19,-29,-5,13,24,-6,16,24,10,9,23,-37,-18,-16,4,7,13,22,-5,-13,10,24,150,107,-143.445713,-43.855756,-11,0.004426,0.99999
14,14,5,14,-3,1,25,11,12,-6,17,-1,231,98,6,22,1,17,175,43,-18,-21,-3,35,5,-8,20,-1,7,0,12,-20,-2,5,-5,-7,148,45,-104.651804,104.651804,30,0.154251,-0.988032
22,5,138,40,4,-7,-5,-2,7,1,2,16,17,2,3,3,-15,15,49,8,7,19,-8,15,37,17,8,17,3,-1,23,2,173,126,5,0,156,-66,142.513091,63.450916,117,-0.724097,-0.689698
13,71,114,-15,-13,24,21,142,132,-12,10,28,46,-7,3,34,8,13,-2,8,8,-20,3,5,17,-9,15,-11,-13,8,-5,5,21,20,6,15,144,-20,49.250901,135.315737,-153,-0.59137,-0.806401
18,29,5,-41,3,23,-13,25,13,-17,-10,-8,212,149,-4,-27,19,8,182,72,-17,-21,12,14,17,25,-1,-11,5,18,26,33,18,-5,-13,0,148,45,-104.651804,104.651804,31,0.914742,-0.404038
0,-6,149,61,9,6,4,15,-54,-31,-35,6,25,-1,34,-14,-9,-9,4,48,20,23,16,7,-18,-2,-10,19,-3,-11,21,33,208,128,-5,-2,156,-66,142.513091,63.450916,117,-0.724097,-0.689698
57,95,195,-14,21,16,50,172,29,-19,-23,10,34,40,40,5,0,2,10,6,34,-5,-24,-1,4,18,19,-12,1,11,1,-6,24,4,5,20,123,-42,82.303065,91.406814,172,-0.705551,0.708659
28,16,-19,0,-13,13,8,-2,7,-1,21,1,9,12,33,-10,-14,12,13,11,12,11,-7,14,3,28,-3,-7,-8,15,-10,43,11,-34,12,8,111,-5,9.674287,110.577611,122,-0.866767,0.498713
21,21,-10,-24,-7,278,-2,15,26,22,11,239,-1,-1,0,-16,12,27,17,20,-15,3,-12,27,10,48,-3,-31,-1,12,12,30,-1,15,-1,-6,152,107,-145.358323,-44.440499,-10,-0.839072,0.544021
13,94,182,-7,-2,4,15,193,119,10,2,12,15,19,25,-9,5,4,0,13,1,-17,7,12,11,38,2,-12,-3,-11,31,49,20,-10,-22,3,147,-21,52.680089,137.236323,-133,0.494872,-0.868966
23,23,24,-11,0,19,43,23,1,3,1,28,237,150,11,-29,-1,4,210,76,32,5,4,-6,-2,-1,12,6,5,-1,26,16,13,-16,14,12,148,45,-104.651804,104.651804,31,0.914742,-0.404038
42,0,140,0,-16,5,11,20,34,-13,-9,-2,9,-11,25,-17,-4,-3,13,17,11,40,-5,-8,16,37,37,10,10,11,28,30,192,100,5,12,156,-66,142.513091,63.450916,117,-0.724097,-0.689698
13,-9,13,-3,34,4,4,17,-2,38,346,9,17,24,27,334,563,2,0,4,10,91,25,15,21,17,0,49,30,13,-9,17,6,15,6,0,101,-156,41.080401,-92.268091,162,0.206482,-0.97845
3,54,22,-27,22,1,-3,0,15,-10,-2,2,-2,13,37,-10,-13,-2,2,8,-5,-16,-9,3,28,24,10,-1,-5,-8,22,48,-1,-10,2,0,111,-4,7.742969,110.72961,122,-0.866767,0.498713
90,2,-13,-1,0,276,15,-13,-16,14,12,223,0,17,-22,-37,5,20,16,16,13,7,15,24,17,0,9,-26,7,5,28,29,13,-16,6,22,152,107,-145.358323,-44.440499,-10,-0.839072,0.544021
24,36,9,28,4,3,38,6,27,230,251,-6,38,1,8,304,126,6,33,20,38,15,-2,20,33,38,30,19,8,14,4,38,17,4,12,8,135,-133,98.73275,-92.069779,-177,0.479412,-0.87759
41,117,143,-37,6,37,17,152,111,-10,-6,5,3,10,-2,-30,10,-9,-13,14,-1,3,15,4,3,-5,-17,-26,3,7,33,10,-5,-3,-3,0,150,-20,51.303021,140.953893,-111,-0.502544,0.864551
10,-3,54,-11,-10,-8,3,32,32,3,-21,8,190,133,15,15,-1,16,207,50,10,-10,-6,12,37,15,22,-21,-4,-7,22,11,1,-3,9,-5,148,45,-104.651804,104.651804,31,0.914742,-0.404038
27,4,114,23,-2,-5,-13,5,51,-13,14,14,0,2,-9,-26,-11,-4,3,10,20,24,4,-3,9,1,-8,1,2,6,-3,-18,184,95,-1,17,156,-66,142.513091,63.450916,117,-0.724097,-0.689698
-6,102,202,4,0,-11,-3,159,50,4,2,-3,18,37,-1,-5,-5,18,4,21,26,9,-9,-9,20,18,-6,10,7,6,6,-17,16,27,-1,-6,123,-41,80.695261,92.829278,172,-0.705551,0.708659
-1,3,13,-6,43,4,19,18,9,2,347,17,18,10,25,351,548,4,-17,-17,10,119,23,-3,2,-9,40,49,28,20,-5,-2,29,-1,10,11,101,-156,41.080401,-92.268091,161,-0.711775,-0.702408
45,11,1,16,-11,256,3,8,-13,21,32,203,14,-10,11,-16,12,22,23,9,-13,-23,-7,13,6,2,-9,-25,0,-5,18,-5,23,22,-6,16,152,107,-145.358323,-44.440499,-10,-0.839072,0.544021
-34,-8,17,16,-1,-13,-12,-5,-2,214,244,2,30,21,17,323,126,29,32,13,39,21,-5,9,-8,-6,-10,5,-5,-10,10,-9,6,13,25,-6,135,-133,98.73275,-92.069779,-178,-0.479439,-0.877575
30,78,143,-25,-7,4,6,196,149,5,8,6,-26,15,0,-5,8,-3,-4,-12,-6,-28,4,22,10,2,-19,-2,9,3,8,22,8,11,-8,-10,153,-21,54.830296,142.837805,-90,-0.448074,-0.893997
10,99,249,13,-3,-2,-7,141,61,16,2,0,5,8,19,9,-7,-27,17,23,6,8,-11,-2,18,-1,35,-15,-5,0,33,-2,68,26,11,14,123,-42,82.303065,91.406814,171,0.215105,0.976591
14,-18,-25,9,14,4,17,-8,-10,3,358,7,-6,-27,13,341,551,13,12,-29,1,137,26,20,21,-3,13,50,39,4,9,-8,-3,1,0,-5,101,-156,41.080401,-92.268091,162,0.206482,-0.97845
-12,22,3,17,0,5,-12,-25,-2,-14,-4,-2,15,-3,-10,-23,-3,-21,11,-2,-8,-5,-1,-19,3,-16,20,0,1,-8,29,-21,7,20,0,-11,111,-5,9.674287,110.577611,122,-0.866767,0.498713
118,14,12,-7,12,283,37,-29,7,10,9,214,7,1,9,3,12,25,21,7,-17,0,2,6,31,11,30,-13,-13,10,12,5,-6,23,12,5,152,107,-145.358323,-44.440499,-10,-0.839072,0.544021
166,31,141,43,-1,15,155,63,33,10,-2,18,20,0,31,17,-3,2,39,38,23,17,-6,8,211,116,5,38,25,-6,187,-7,120,84,10,23,164,-65,148.634477,69.309395,118,0.189129,-0.981952
-1,11,44,23,-3,23,19,19,-3,375,267,16,5,11,42,322,116,9,-11,8,7,25,1,5,2,-13,20,8,10,18,22,-7,8,18,-5,10,136,-136,94.473538,-97.830213,167,-0.879689,-0.47555
8,96,219,0,-5,13,10,170,65,-9,-6,6,44,45,42,4,-19,29,23,15,15,-11,-6,9,-7,-5,18,15,6,-3,19,15,15,10,6,27,126,-40,80.991239,96.5216,175,0.598484,-0.801135
-8,21,15,28,37,31,37,36,21,13,49,18,28,27,8,201,584,5,13,-6,1,484,112,10,-16,4,-1,49,59,17,4,13,0,22,19,24,97,-158,36.33684,-89.936834,173,-0.977527,-0.210811
-18,15,19,-6,-8,6,3,17,23,-20,-13,16,18,-2,12,6,-15,-11,-22,-28,12,36,-1,-14,4,-4,19,6,25,0,4,3,-23,-2,2,15,123,-10,21.358726,121.131354,123,-0.887969,-0.459903
16,-47,-24,25,-4,79,40,-6,-33,16,-2,77,4,27,7,-11,-11,9,-6,-11,27,11,-32,-19,6,-1,12,12,-26,6,13,10,22,6,6,0,152,107,-145.358323,-44.440499,-5,0.283662,0.958924
13,23,19,24,-1,-12,-3,20,37,373,254,12,-13,-12,21,291,148,0,13,-21,34,-8,-18,33,-8,1,34,19,-3,4,1,-7,6,29,-9,13,138,-136,95.862855,-99.268892,162,0.206482,-0.97845
-6,-30,1,-10,-23,-8,31,24,32,23,-4,3,179,100,17,3,10,-8,196,34,-6,-22,7,8,43,-8,17,0,-2,-12,12,12,11,7,-4,-10,148,46,-106.46229,102.809439,24,0.424179,-0.905578
48,60,224,-5,-18,10,15,-5,53,42,1,7,-18,0,9,6,12,18,14,8,29,-2,-18,20,-8,0,47,-1,-33,12,17,5,17,13,5,3,126,-39,79.294369,97.920391,175,0.598484,-0.801135
-21,10,23,7,16,-15,14,-8,6,-5,47,24,26,23,-5,170,607,14,-30,-6,25,499,103,-2,14,-5,16,84,52,-10,21,1,-3,15,8,9,96,-159,34.403323,-89.623721,175,0.598484,-0.801135
21,-6,-29,21,-22,2,-31,17,12,8,4,-4,-14,-24,2,-24,8,14,-6,-2,-13,-8,-2,-7,9,-12,15,15,-31,7,22,34,19,-20,0,-1,123,-11,23.469506,120.740144,123,-0.887969,-0.459903
8,8,-8,-16,28,-5,22,11,12,366,261,4,6,39,12,328,126,-4,-10,17,-25,43,-21,-14,-15,-7,-18,29,1,2,-8,10,1,13,6,-4,138,-137,94.115774,-100.926811,162,0.206482,-0.97845
7,12,-27,20,21,2,2,23,79,-17,14,9,189,119,-12,-4,-19,2,179,14,5,-22,3,8,-10,8,-15,7,6,7,5,2,23,-7,2,17,148,46,-106.46229,102.809439,24,0.424179,-0.905578
44,105,204,3,8,9,-10,202,78,8,-36,19,7,13,44,-45,22,1,25,-14,33,-13,18,26,-6,-7,9,3,-1,19,6,9,0,22,-3,18,126,-39,79.294369,97.920391,175,0.598484,-0.801135
-25,-26,16,-6,4,17,-1,11,-15,-24,44,20,45,22,7,159,565,21,-4,6,10,2,0,11,2,2,-21,-20,-15,-29,26,52,-36,7,15,-1,96,-159,34.403323,-89.623721,175,0.598484,-0.801135
-40,20,-6,12,-8,19,33,27,-2,-6,-13,2,38,1,25,-19,-12,-10,22,-15,2,-5,5,7,36,-22,27,-19,16,22,29,-27,19,-13,15,-5,123,-11,23.469506,120.740144,123,-0.887969,-0.459903
41,16,13,-21,7,-15,-8,27,-29,351,255,-1,2,-14,33,330,118,-10,18,-30,-2,19,-10,12,18,24,-5,35,-5,18,19,8,70,22,3,4,138,-136,95.862855,-99.268892,162,0.206482,-0.97845
-2,120,230,4,19,-23,11,172,45,-16,-8,54,7,3,44,-14,-7,28,23,-3,23,-8,-7,-11,6,-7,-1,-20,-19,-2,-13,-4,8,32,-11,-9,126,-39,79.294369,97.920391,174,-0.350769,-0.936462
6,25,21,4,7,-18,9,-8,7,0,79,33,10,24,-16,156,591,33,30,-3,4,477,106,12,-10,21,18,55,42,29,-15,2,-6,7,4,-34,96,-159,34.403323,-89.623721,175,0.598484,-0.801135
32,43,-1,-45,-10,-10,22,18,2,15,-10,-18,7,-13,-2,24,2,-3,-8,7,15,-31,1,13,0,-15,-14,-47,-4,-12,28,-9,3,15,3,-15,123,-11,23.469506,120.740144,123,-0.887969,-0.459903
-16,-34,10,21,29,13,-2,33,12,7,19,8,193,105,-9,8,23,12,83,32,-13,-20,-13,-2,29,16,0,10,-2,3,10,17,19,14,6,5,153,45,-108.187338,108.187338,16,-0.957659,-0.287903
6,9,3,17,19,7,-2,13,15,319,244,5,5,-14,15,308,75,30,2,15,26,18,17,25,-4,-14,1,4,-21,1,7,21,14,18,1,-11,137,-139,89.880087,-103.395212,58,0.11918,0.992873
33,131,225,1,3,-6,-15,257,257,-4,-9,13,-30,4,41,4,-24,-9,-9,15,18,-16,1,18,32,17,12,28,-2,10,-2,37,18,-1,-24,8,126,-36,74.060942,101.936141,-170,0.937995,-0.346649
10,7,3,-14,32,21,32,20,-2,-13,60,34,15,27,19,57,706,27,19,34,13,354,573,0,14,8,-3,52,55,12,-7,2,-8,14,25,28,94,-163,27.48294,-89.892647,-178,-0.479439,-0.877575
-5,3,-5,34,-3,1,17,2,-4,335,253,0,-1,15,-27,333,105,17,2,-18,-8,33,-13,-3,-23,13,30,25,-18,1,0,26,-20,13,3,-9,136,-140,87.419115,-104.182044,140,-0.197814,0.98024
-1,183,56,27,-5,5,25,15,-43,8,-9,-9,-4,5,-35,29,1,-10,11,-12,-24,15,3,0,-1,-2,-6,-9,-3,26,23,20,-3,-24,6,10,128,-14,30.966003,124.197853,132,0.99859,0.053084
23,-7,-4,-20,19,12,-1,7,40,-12,12,19,14,12,-20,75,717,27,22,-9,-5,363,566,7,12,-15,6,50,23,18,22,-24,-17,11,10,-4,94,-164,25.909911,-90.358599,-177,0.479412,-0.87759
-33,18,-10,22,33,-11,-2,15,-16,335,225,19,-6,-3,17,311,100,2,12,10,5,21,2,-13,0,13,0,40,-10,-14,-11,26,-28,44,7,21,136,-140,87.419115,-104.182044,140,-0.197814,0.98024
2,5,117,21,-12,7,-16,9,53,-41,-10,-6,33,16,13,10,-4,-4,16,-5,31,-4,-17,3,-4,-3,-8,-34,-15,12,8,1,24,-25,-16,0,171,-64,153.693782,74.961466,122,-0.866767,0.498713
