@relation resultsNCexpanded-weka.filters.unsupervised.attribute.Remove-R146-151

@attribute 00 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute c00 numeric
@attribute c01 numeric
@attribute c02 numeric
@attribute c03 numeric
@attribute c04 numeric
@attribute c05 numeric
@attribute c10 numeric
@attribute c11 numeric
@attribute c12 numeric
@attribute c13 numeric
@attribute c14 numeric
@attribute c15 numeric
@attribute c20 numeric
@attribute c21 numeric
@attribute c22 numeric
@attribute c23 numeric
@attribute c24 numeric
@attribute c25 numeric
@attribute c30 numeric
@attribute c31 numeric
@attribute c32 numeric
@attribute c33 numeric
@attribute c34 numeric
@attribute c35 numeric
@attribute c40 numeric
@attribute c41 numeric
@attribute c42 numeric
@attribute c43 numeric
@attribute c44 numeric
@attribute c45 numeric
@attribute c50 numeric
@attribute c51 numeric
@attribute c52 numeric
@attribute c53 numeric
@attribute c54 numeric
@attribute c55 numeric
@attribute s00 numeric
@attribute s01 numeric
@attribute s02 numeric
@attribute s03 numeric
@attribute s04 numeric
@attribute s05 numeric
@attribute s10 numeric
@attribute s11 numeric
@attribute s12 numeric
@attribute s13 numeric
@attribute s14 numeric
@attribute s15 numeric
@attribute s20 numeric
@attribute s21 numeric
@attribute s22 numeric
@attribute s23 numeric
@attribute s24 numeric
@attribute s25 numeric
@attribute s30 numeric
@attribute s31 numeric
@attribute s32 numeric
@attribute s33 numeric
@attribute s34 numeric
@attribute s35 numeric
@attribute s40 numeric
@attribute s41 numeric
@attribute s42 numeric
@attribute s43 numeric
@attribute s44 numeric
@attribute s45 numeric
@attribute s50 numeric
@attribute s51 numeric
@attribute s52 numeric
@attribute s53 numeric
@attribute s54 numeric
@attribute s55 numeric
@attribute t00 numeric
@attribute t01 numeric
@attribute t02 numeric
@attribute t03 numeric
@attribute t04 numeric
@attribute t05 numeric
@attribute t10 numeric
@attribute t11 numeric
@attribute t12 numeric
@attribute t13 numeric
@attribute t14 numeric
@attribute t15 numeric
@attribute t20 numeric
@attribute t21 numeric
@attribute t22 numeric
@attribute t23 numeric
@attribute t24 numeric
@attribute t25 numeric
@attribute t30 numeric
@attribute t31 numeric
@attribute t32 numeric
@attribute t33 numeric
@attribute t34 numeric
@attribute t35 numeric
@attribute t40 numeric
@attribute t41 numeric
@attribute t42 numeric
@attribute t43 numeric
@attribute t44 numeric
@attribute t45 numeric
@attribute t50 numeric
@attribute t51 numeric
@attribute t52 numeric
@attribute t53 numeric
@attribute t54 numeric
@attribute t55 numeric
@attribute R numeric

@data
-1,91,102,-43,-25,-11,27,77,29,3,8,-21,7,20,-7,-9,14,-11,15,24,-8,-12,15,9,-23,-13,3,29,5,2,49,16,-11,-5,-35,-3,0.540302,-0.994367,0.101586,0.555113,0.991203,0.004426,-0.292139,-0.030975,-0.748058,-0.989992,-0.1455,-0.547729,0.753902,0.408082,0.753902,-0.91113,0.136737,0.004426,-0.759688,0.424179,-0.1455,0.843854,-0.759688,-0.91113,-0.532833,0.907447,-0.989992,-0.748058,0.283662,-0.416147,0.300593,-0.957659,0.004426,0.283662,-0.903692,-0.989992,-0.841471,0.105988,0.994827,0.831775,0.132352,0.99999,0.956376,0.99952,-0.663634,0.14112,0.989358,-0.836656,0.656987,0.912945,-0.656987,-0.412118,0.990607,0.99999,0.650288,-0.905578,-0.989358,0.536573,0.650288,0.412118,0.84622,-0.420167,0.14112,-0.663634,-0.958924,0.909297,-0.953753,-0.287903,0.99999,0.958924,0.428183,-0.14112,-1.557408,-0.106588,9.79298,1.498387,0.133526,225.950846,-3.273704,-32.268576,0.887143,-0.142547,-6.799711,1.527499,0.871448,2.237161,-0.871448,0.452316,7.244607,225.950846,-0.855993,-2.134897,6.799711,0.63586,-0.855993,-0.452316,-1.588153,-0.463021,-0.142547,0.887143,-3.380515,-2.18504,-3.172909,0.300632,225.950846,3.380515,-0.473815,0.142547,174
-42,31,17,24,-21,4,-54,0,14,6,-7,38,7,18,-23,22,28,-5,26,21,12,-12,-31,-11,-22,29,-7,19,8,-14,-26,27,70,1,0,6,-0.399985,0.914742,-0.275163,0.424179,-0.547729,-0.653644,-0.82931,1,0.136737,0.96017,0.753902,0.955074,0.753902,0.660317,-0.532833,-0.999961,-0.962606,0.283662,0.646919,-0.547729,0.843854,0.843854,0.914742,0.004426,-0.999961,-0.748058,0.753902,0.988705,-0.1455,0.136737,0.646919,-0.292139,0.633319,0.540302,1,0.96017,0.916522,-0.404038,-0.961397,-0.905578,-0.836656,-0.756802,0.558789,0,0.990607,-0.279415,-0.656987,0.296369,0.656987,-0.750987,0.84622,-0.008851,0.270906,0.958924,0.762558,0.836656,-0.536573,0.536573,0.404038,0.99999,0.008851,-0.663634,-0.656987,0.149877,0.989358,-0.990607,-0.762558,0.956376,0.773891,0.841471,0,-0.279415,-2.291388,-0.441696,3.493916,-2.134897,1.527499,1.157821,-0.6738,0,7.244607,-0.291006,-0.871448,0.31031,0.871448,-1.137314,-1.588153,0.008852,-0.28143,3.380515,1.178754,-1.527499,-0.63586,0.63586,0.441696,225.950846,-0.008852,0.887143,-0.871448,0.151589,-6.799711,-7.244607,-1.178754,-3.273704,1.22196,1.557408,0,-0.291006,273
-8,5,3,-6,-15,15,6,5,13,6,-23,1,25,34,18,38,12,-29,-13,-8,179,219,0,37,34,62,170,90,-4,22,36,9,54,13,2,-14,-0.1455,0.283662,-0.989992,0.96017,-0.759688,-0.759688,0.96017,0.283662,0.907447,0.96017,-0.532833,0.540302,0.991203,-0.84857,0.660317,0.955074,0.843854,-0.748058,0.907447,-0.1455,-0.997496,0.612572,1,0.765414,-0.84857,0.673507,0.937995,-0.448074,-0.653644,-0.999961,-0.127964,-0.91113,-0.82931,0.907447,-0.416147,0.136737,-0.989358,-0.958924,0.14112,0.279415,-0.650288,0.650288,-0.279415,-0.958924,0.420167,-0.279415,0.84622,0.841471,-0.132352,0.529083,-0.750987,0.296369,-0.536573,0.663634,-0.420167,-0.989358,0.070722,-0.790415,0,-0.643538,0.529083,-0.739181,0.346649,0.893997,0.756802,-0.008851,-0.991779,0.412118,-0.558789,0.420167,0.909297,-0.990607,6.799711,-3.380515,-0.142547,0.291006,0.855993,-0.855993,-0.291006,-3.380515,0.463021,-0.291006,-1.588153,1.557408,-0.133526,-0.623499,-1.137314,0.31031,-0.63586,-0.887143,-0.463021,6.799711,-0.0709,-1.290321,0,-0.840771,-0.623499,-1.09751,0.369564,-1.9952,-1.157821,0.008852,7.750471,-0.452316,0.6738,0.463021,-2.18504,-7.244607,153
37,56,39,5,-24,-23,12,49,-13,27,-7,-31,-8,11,29,26,27,7,-48,-4,-24,-27,-12,11,11,15,-20,-9,-7,1,-33,-7,-37,-5,-32,21,0.765414,0.85322,0.266643,0.283662,0.424179,-0.532833,0.843854,0.300593,0.907447,-0.292139,0.753902,0.914742,-0.1455,0.004426,-0.748058,0.646919,-0.292139,0.753902,-0.640144,-0.653644,0.424179,-0.292139,0.843854,0.004426,0.004426,-0.759688,0.408082,-0.91113,0.753902,0.540302,-0.013277,0.753902,0.765414,0.283662,0.834223,-0.547729,-0.643538,-0.521551,0.963795,-0.958924,0.905578,0.84622,-0.536573,-0.953753,-0.420167,0.956376,-0.656987,0.404038,-0.989358,-0.99999,-0.663634,0.762558,0.956376,0.656987,0.768255,0.756802,0.905578,-0.956376,0.536573,-0.99999,-0.99999,0.650288,-0.912945,-0.412118,-0.656987,0.841471,-0.999912,-0.656987,0.643538,0.958924,-0.551427,0.836656,-0.840771,-0.611274,3.614554,-3.380515,2.134897,-1.588153,-0.63586,-3.172909,-0.463021,-3.273704,-0.871448,0.441696,6.799711,-225.950846,0.887143,1.178754,-3.273704,0.871448,-1.200127,-1.157821,2.134897,3.273704,0.63586,-225.950846,-225.950846,-0.855993,-2.237161,0.452316,-0.871448,1.557408,75.313015,-0.871448,0.840771,3.380515,-0.661006,-1.527499,255
-12,41,-11,-18,-4,-1,-35,7,14,22,14,6,173,44,50,-17,-14,17,153,12,-31,12,17,11,15,19,-9,-16,0,-2,29,-1,-41,26,2,-6,0.843854,-0.987339,0.004426,0.660317,-0.653644,0.540302,-0.903692,0.753902,0.136737,-0.999961,0.136737,0.96017,-0.977527,0.999843,0.964966,-0.275163,0.136737,-0.275163,-0.59137,0.843854,0.914742,0.843854,-0.275163,0.004426,-0.759688,0.988705,-0.91113,-0.957659,1,-0.416147,-0.748058,0.540302,-0.987339,0.646919,-0.416147,0.96017,0.536573,-0.158623,0.99999,0.750987,0.756802,-0.841471,0.428183,0.656987,0.990607,-0.008851,0.990607,-0.279415,-0.210811,0.017702,-0.262375,0.961397,-0.990607,-0.961397,0.806401,-0.536573,0.404038,-0.536573,-0.961397,-0.99999,0.650288,0.149877,-0.412118,0.287903,0,-0.909297,-0.663634,-0.841471,0.158623,0.762558,0.909297,0.279415,0.63586,0.160657,225.950846,1.137314,-1.157821,-1.557408,-0.473815,0.871448,7.244607,0.008852,7.244607,-0.291006,0.215657,0.017705,-0.271901,-3.493916,-7.244607,3.493916,-1.363615,-0.63586,0.441696,-0.63586,3.493916,-225.950846,-0.855993,0.151589,0.452316,-0.300632,0,2.18504,0.887143,-1.557408,-0.160657,1.178754,-2.18504,0.291006,157
-23,117,97,-17,7,-3,-22,134,80,24,-23,-8,-35,24,30,13,-13,-21,-37,-26,25,12,-7,-1,-37,30,17,-12,-6,16,-19,-2,32,-11,-25,-8,-0.532833,-0.724097,-0.925148,-0.275163,0.753902,-0.989992,-0.999961,-0.463829,-0.110387,0.424179,-0.532833,-0.1455,-0.903692,0.424179,0.154251,0.907447,0.907447,-0.547729,0.765414,0.646919,0.991203,0.843854,0.753902,0.540302,0.765414,0.154251,-0.275163,0.843854,0.96017,-0.957659,0.988705,-0.416147,0.834223,0.004426,0.991203,-0.1455,0.84622,-0.689698,0.379608,0.961397,0.656987,-0.14112,0.008851,0.885925,-0.993889,-0.905578,0.84622,-0.989358,0.428183,-0.905578,-0.988032,0.420167,-0.420167,-0.836656,0.643538,-0.762558,-0.132352,-0.536573,-0.656987,-0.841471,0.643538,-0.988032,-0.961397,0.536573,0.279415,-0.287903,-0.149877,-0.909297,0.551427,0.99999,0.132352,-0.989358,-1.588153,0.952494,-0.410321,-3.493916,0.871448,0.142547,-0.008852,-1.910025,9.003655,-2.134897,-1.588153,6.799711,-0.473815,-2.134897,-6.405331,0.463021,-0.463021,1.527499,0.840771,-1.178754,-0.133526,-0.63586,-0.871448,-1.557408,0.840771,-6.405331,3.493916,0.63586,0.291006,0.300632,-0.151589,2.18504,0.661006,225.950846,0.133526,6.799711,174
-7,48,-37,5,18,-19,-23,-19,23,0,-11,-25,33,18,-4,11,20,-10,10,10,-38,-1,13,-9,8,38,39,-14,-15,14,32,26,-2,2,35,0,0.753902,-0.640144,0.765414,0.283662,0.660317,0.988705,-0.532833,0.988705,-0.532833,1,0.004426,0.991203,-0.013277,0.660317,-0.653644,0.004426,0.408082,-0.839072,-0.839072,-0.839072,0.955074,0.540302,0.907447,-0.91113,-0.1455,0.955074,0.266643,0.136737,-0.759688,0.136737,0.834223,0.646919,-0.416147,-0.416147,-0.903692,1,-0.656987,-0.768255,0.643538,-0.958924,-0.750987,-0.149877,0.84622,-0.149877,-0.84622,0,0.99999,0.132352,0.999912,-0.750987,0.756802,-0.99999,0.912945,0.544021,-0.544021,-0.544021,-0.296369,-0.841471,0.420167,-0.412118,0.989358,0.296369,0.963795,-0.990607,-0.650288,0.990607,0.551427,0.762558,-0.909297,0.909297,-0.428183,0,-0.871448,1.200127,0.840771,-3.380515,-1.137314,-0.151589,-1.588153,-0.151589,1.588153,0,225.950846,0.133526,-75.313015,-1.137314,-1.157821,-225.950846,2.237161,-0.648361,0.648361,0.648361,-0.31031,-1.557408,0.463021,0.452316,-6.799711,0.31031,3.614554,-7.244607,0.855993,7.244607,0.661006,1.178754,2.18504,-2.18504,0.473815,0,273
-6,-31,-9,-6,-20,0,-21,22,13,42,-12,21,-36,7,18,41,7,19,-39,-8,181,193,20,2,36,1,143,80,-32,-8,-20,4,-2,12,11,-22,0.96017,0.914742,-0.91113,0.96017,0.408082,1,-0.547729,-0.999961,0.907447,-0.399985,0.843854,-0.547729,-0.127964,0.753902,0.660317,-0.987339,0.753902,0.988705,0.266643,-0.1455,0.350797,-0.206453,0.408082,-0.416147,-0.127964,0.540302,0.057503,-0.110387,0.834223,-0.1455,0.408082,-0.653644,-0.416147,0.843854,0.004426,-0.999961,0.279415,0.404038,-0.412118,0.279415,-0.912945,0,-0.836656,-0.008851,0.420167,-0.916522,0.536573,0.836656,0.991779,0.656987,-0.750987,-0.158623,0.656987,0.149877,-0.963795,-0.989358,-0.936451,-0.978457,0.912945,0.909297,-0.991779,0.841471,-0.998345,-0.993889,-0.551427,-0.989358,-0.912945,-0.756802,-0.909297,-0.536573,-0.99999,0.008851,0.291006,0.441696,0.452316,0.291006,-2.237161,0,1.527499,0.008852,0.463021,2.291388,0.63586,-1.527499,-7.750471,0.871448,-1.137314,0.160657,0.871448,0.151589,-3.614554,6.799711,-2.669494,4.739373,2.237161,-2.18504,7.750471,1.557408,-17.361766,9.003655,-0.661006,6.799711,-2.237161,1.157821,2.18504,-0.63586,-225.950846,-0.008852,153
18,45,-2,1,8,3,-21,61,27,-8,-12,31,-36,31,23,-5,2,0,-19,6,-1,11,2,1,3,0,-22,-17,-26,14,-18,2,40,9,-7,4,0.660317,0.525322,-0.416147,0.540302,-0.1455,-0.989992,-0.547729,-0.258102,-0.292139,-0.1455,0.843854,0.914742,-0.127964,0.914742,-0.532833,0.283662,-0.416147,1,0.988705,0.96017,0.540302,0.004426,-0.416147,0.540302,-0.989992,1,-0.999961,-0.275163,0.646919,0.136737,0.660317,-0.416147,-0.666938,-0.91113,0.753902,-0.653644,-0.750987,0.850904,-0.909297,0.841471,0.989358,0.14112,-0.836656,-0.966118,0.956376,-0.989358,0.536573,-0.404038,0.991779,-0.404038,-0.84622,0.958924,0.909297,0,-0.149877,-0.279415,-0.841471,-0.99999,0.909297,0.841471,0.14112,0,0.008851,0.961397,-0.762558,0.990607,0.750987,0.909297,0.745113,0.412118,-0.656987,-0.756802,-1.137314,1.619775,2.18504,1.557408,-6.799711,-0.142547,1.527499,3.743168,-3.273704,6.799711,0.63586,-0.441696,-7.750471,-0.441696,1.588153,3.380515,-2.18504,0,-0.151589,-0.291006,-1.557408,-225.950846,-2.18504,1.557408,-0.142547,0,-0.008852,-3.493916,-1.178754,7.244607,1.137314,-2.18504,-1.117215,-0.452316,-0.871448,1.157821,255
22,48,-8,-23,5,5,-1,30,18,22,28,31,120,12,36,-2,7,29,66,26,16,-1,-2,39,-3,38,40,5,-4,7,-8,3,0,26,12,21,-0.999961,-0.640144,-0.1455,-0.532833,0.283662,0.283662,0.540302,0.154251,0.660317,-0.999961,-0.962606,0.914742,0.814181,0.843854,-0.127964,-0.416147,0.753902,-0.748058,-0.999647,0.646919,-0.957659,0.540302,-0.416147,0.266643,-0.989992,0.955074,-0.666938,0.283662,-0.653644,0.753902,-0.1455,-0.989992,1,0.646919,0.843854,-0.547729,-0.008851,-0.768255,-0.989358,0.84622,-0.958924,-0.958924,-0.841471,-0.988032,-0.750987,-0.008851,0.270906,-0.404038,0.580611,-0.536573,-0.991779,-0.909297,0.656987,-0.663634,-0.026551,0.762558,-0.287903,-0.841471,-0.909297,0.963795,-0.14112,0.296369,0.745113,-0.958924,0.756802,0.656987,-0.989358,0.14112,0,0.762558,-0.536573,0.836656,0.008852,1.200127,6.799711,-1.588153,-3.380515,-3.380515,-1.557408,-6.405331,-1.137314,0.008852,-0.28143,-0.441696,0.713123,-0.63586,7.750471,2.18504,0.871448,0.887143,0.026561,1.178754,0.300632,-1.557408,2.18504,3.614554,0.142547,0.31031,-1.117215,-3.380515,-1.157821,0.871448,6.799711,-0.142547,0,1.178754,-0.63586,-1.527499,160
-31,94,103,21,8,25,0,14,25,-2,17,19,22,20,3,8,1,28,-19,6,37,4,-31,8,31,23,37,26,10,10,0,5,106,34,-8,-8,0.914742,0.969459,-0.782231,-0.547729,-0.1455,0.991203,1,0.136737,0.991203,-0.416147,-0.275163,0.988705,-0.999961,0.408082,-0.989992,-0.1455,0.540302,-0.962606,0.988705,0.96017,0.765414,-0.653644,0.914742,-0.1455,0.914742,-0.532833,0.765414,0.646919,-0.839072,-0.839072,1,0.283662,0.686487,-0.84857,-0.1455,-0.1455,0.404038,-0.245252,0.622989,0.836656,0.989358,-0.132352,0,0.990607,-0.132352,-0.909297,-0.961397,0.149877,-0.008851,0.912945,0.14112,0.989358,0.841471,0.270906,-0.149877,-0.279415,-0.643538,-0.756802,0.404038,0.989358,-0.404038,-0.84622,-0.643538,0.762558,-0.544021,-0.544021,0,-0.958924,-0.727143,0.529083,-0.989358,-0.989358,0.441696,-0.252978,-0.796426,-1.527499,-6.799711,-0.133526,0,7.244607,-0.133526,2.18504,3.493916,0.151589,0.008852,2.237161,-0.142547,-6.799711,1.557408,-0.28143,-0.151589,-0.291006,-0.840771,1.157821,0.441696,-6.799711,-0.441696,1.588153,-0.840771,1.178754,0.648361,0.648361,0,-3.380515,-1.059223,-0.623499,6.799711,6.799711,177
8,41,32,2,17,21,16,7,34,25,1,13,13,13,9,-8,-3,2,3,8,42,26,-5,27,-5,14,16,14,15,8,-5,42,35,3,2,16,-0.1455,-0.987339,0.834223,-0.416147,-0.275163,-0.547729,-0.957659,0.753902,-0.84857,0.991203,0.540302,0.907447,0.907447,0.907447,-0.91113,-0.1455,-0.989992,-0.416147,-0.989992,-0.1455,-0.399985,0.646919,0.283662,-0.292139,0.283662,0.136737,-0.957659,0.136737,-0.759688,-0.1455,0.283662,-0.399985,-0.903692,-0.989992,-0.416147,-0.957659,0.989358,-0.158623,0.551427,0.909297,-0.961397,0.836656,-0.287903,0.656987,0.529083,-0.132352,0.841471,0.420167,0.420167,0.420167,0.412118,-0.989358,-0.14112,0.909297,0.14112,0.989358,-0.916522,0.762558,0.958924,0.956376,0.958924,0.990607,-0.287903,0.990607,0.650288,0.989358,0.958924,-0.916522,-0.428183,0.14112,0.909297,-0.287903,-6.799711,0.160657,0.661006,-2.18504,3.493916,-1.527499,0.300632,0.871448,-0.623499,-0.133526,1.557408,0.463021,0.463021,0.463021,-0.452316,6.799711,0.142547,-2.18504,-0.142547,-6.799711,2.291388,1.178754,3.380515,-3.273704,3.380515,7.244607,0.300632,7.244607,-0.855993,-6.799711,3.380515,2.291388,0.473815,-0.142547,-2.18504,0.300632,275
-10,-4,45,29,-13,15,-16,4,25,-2,18,12,-1,-5,11,31,-16,16,-10,-3,205,220,3,-3,-8,15,187,81,17,16,2,38,26,7,13,15,-0.839072,-0.653644,0.525322,-0.748058,0.907447,-0.759688,-0.957659,-0.653644,0.991203,-0.416147,0.660317,0.843854,0.540302,0.283662,0.004426,0.914742,-0.957659,-0.957659,-0.839072,-0.989992,-0.699229,0.996085,-0.989992,-0.989992,-0.1455,-0.759688,0.075166,0.776686,-0.275163,-0.957659,-0.416147,0.955074,0.646919,0.753902,0.907447,-0.759688,0.544021,0.756802,0.850904,-0.663634,-0.420167,0.650288,0.287903,-0.756802,-0.132352,-0.909297,-0.750987,-0.536573,-0.841471,0.958924,-0.99999,-0.404038,0.287903,-0.287903,0.544021,-0.14112,-0.714898,0.088399,0.14112,-0.14112,-0.989358,0.650288,-0.997171,-0.629888,-0.961397,-0.287903,0.909297,0.296369,0.762558,0.656987,0.420167,0.650288,-0.648361,-1.157821,1.619775,0.887143,-0.463021,-0.855993,-0.300632,1.157821,-0.133526,2.18504,-1.137314,-0.63586,-1.557408,3.380515,-225.950846,-0.441696,-0.300632,0.300632,-0.648361,0.142547,1.022408,0.088746,-0.142547,0.142547,6.799711,-0.855993,-13.266225,-0.810994,3.493916,0.300632,-2.18504,0.31031,1.178754,0.871448,0.463021,-0.855993,154
8,-15,13,16,5,17,0,50,19,6,5,27,-8,73,21,-1,-1,-5,-4,34,18,31,-26,12,-18,20,16,7,14,8,17,16,-28,21,-7,30,-0.1455,-0.759688,0.907447,-0.957659,0.283662,-0.275163,1,0.964966,0.988705,0.96017,0.283662,-0.292139,-0.1455,-0.736193,-0.547729,0.540302,0.540302,0.283662,-0.653644,-0.84857,0.660317,0.914742,0.646919,0.843854,0.660317,0.408082,-0.957659,0.753902,0.136737,-0.1455,-0.275163,-0.957659,-0.962606,-0.547729,0.753902,0.154251,0.989358,-0.650288,0.420167,-0.287903,-0.958924,-0.961397,0,-0.262375,0.149877,-0.279415,-0.958924,0.956376,-0.989358,-0.676772,0.836656,-0.841471,-0.841471,0.958924,0.756802,0.529083,-0.750987,-0.404038,-0.762558,-0.536573,0.750987,0.912945,-0.287903,0.656987,0.990607,0.989358,-0.961397,-0.287903,-0.270906,0.836656,-0.656987,-0.988032,-6.799711,0.855993,0.463021,0.300632,-3.380515,3.493916,0,-0.271901,0.151589,-0.291006,-3.380515,-3.273704,6.799711,0.919286,-1.527499,-1.557408,-1.557408,3.380515,-1.157821,-0.623499,-1.137314,-0.441696,-1.178754,-0.63586,1.137314,2.237161,0.300632,0.871448,7.244607,-6.799711,3.493916,0.300632,0.28143,-1.527499,-0.871448,-6.405331,268
3,-4,10,2,-7,8,17,23,27,-24,4,9,32,31,16,34,-19,24,27,24,10,27,7,41,15,-2,53,-8,30,4,27,-1,84,7,18,33,-0.989992,-0.653644,-0.839072,-0.416147,0.753902,-0.1455,-0.275163,-0.532833,-0.292139,0.424179,-0.653644,-0.91113,0.834223,0.914742,-0.957659,-0.84857,0.988705,0.424179,-0.292139,0.424179,-0.839072,-0.292139,0.753902,-0.987339,-0.759688,-0.416147,-0.918283,-0.1455,0.154251,-0.653644,-0.292139,0.540302,-0.680023,0.753902,0.660317,-0.013277,0.14112,0.756802,-0.544021,0.909297,-0.656987,0.989358,-0.961397,-0.84622,0.956376,0.905578,-0.756802,0.412118,0.551427,-0.404038,-0.287903,0.529083,-0.149877,-0.905578,0.956376,-0.905578,-0.544021,0.956376,0.656987,-0.158623,0.650288,-0.909297,0.395925,-0.989358,-0.988032,-0.756802,0.956376,-0.841471,0.73319,0.656987,-0.750987,0.999912,-0.142547,-1.157821,0.648361,-2.18504,-0.871448,-6.799711,3.493916,1.588153,-3.273704,2.134897,1.157821,-0.452316,0.661006,-0.441696,0.300632,-0.623499,-0.151589,-2.134897,-3.273704,-2.134897,0.648361,-3.273704,0.871448,0.160657,-0.855993,2.18504,-0.431158,6.799711,-6.405331,1.157821,-3.273704,-1.557408,-1.078184,0.871448,-1.137314,-75.313015,161
16,38,34,-16,-2,8,-18,29,15,15,-19,1,-27,27,9,31,-6,2,-18,32,27,38,2,16,10,50,19,0,21,24,-7,66,28,15,-4,21,-0.957659,0.955074,-0.84857,-0.957659,-0.416147,-0.1455,0.660317,-0.748058,-0.759688,-0.759688,0.988705,0.540302,-0.292139,-0.292139,-0.91113,0.914742,0.96017,-0.416147,0.660317,0.834223,-0.292139,0.955074,-0.416147,-0.957659,-0.839072,0.964966,0.988705,1,-0.547729,0.424179,0.753902,-0.999647,-0.962606,-0.759688,-0.653644,-0.547729,-0.287903,0.296369,0.529083,0.287903,-0.909297,0.989358,0.750987,-0.663634,0.650288,0.650288,-0.149877,0.841471,-0.956376,0.956376,0.412118,-0.404038,0.279415,0.909297,0.750987,0.551427,0.956376,0.296369,0.909297,-0.287903,-0.544021,-0.262375,0.149877,0,0.836656,-0.905578,-0.656987,-0.026551,0.270906,0.650288,0.756802,0.836656,0.300632,0.31031,-0.623499,-0.300632,2.18504,-6.799711,1.137314,0.887143,-0.855993,-0.855993,-0.151589,1.557408,3.273704,-3.273704,-0.452316,-0.441696,0.291006,-2.18504,1.137314,0.661006,-3.273704,0.31031,-2.18504,0.300632,0.648361,-0.271901,0.151589,0,-1.527499,-2.134897,-0.871448,0.026561,-0.28143,-0.855993,-1.157821,-1.527499,277
31,-13,50,45,-13,16,-4,14,-2,33,15,28,2,18,16,46,7,39,-13,32,229,186,-6,8,-23,7,207,73,-26,7,-27,11,27,9,15,18,0.914742,0.907447,0.964966,0.525322,0.907447,-0.957659,-0.653644,0.136737,-0.416147,-0.013277,-0.759688,-0.962606,-0.416147,0.660317,-0.957659,-0.432178,0.753902,0.266643,0.907447,0.834223,-0.943994,-0.798478,0.96017,-0.1455,-0.532833,0.753902,0.941037,-0.736193,0.646919,0.753902,-0.292139,0.004426,-0.292139,-0.91113,-0.759688,0.660317,-0.404038,-0.420167,-0.262375,0.850904,-0.420167,-0.287903,0.756802,0.990607,-0.909297,0.999912,0.650288,0.270906,0.909297,-0.750987,-0.287903,0.901788,0.656987,0.963795,-0.420167,0.551427,0.329962,-0.602024,0.279415,0.989358,0.84622,0.656987,-0.338305,-0.676772,-0.762558,0.656987,-0.956376,-0.99999,0.956376,0.412118,0.650288,-0.750987,-0.441696,-0.463021,-0.271901,1.619775,-0.463021,0.300632,-1.157821,7.244607,2.18504,-75.313015,-0.855993,-0.28143,-2.18504,-1.137314,0.300632,-2.086614,0.871448,3.614554,-0.463021,0.661006,-0.349539,0.753964,0.291006,-6.799711,-1.588153,0.871448,-0.359503,0.919286,-1.178754,0.871448,3.273704,-225.950846,-3.273704,-0.452316,-0.855993,-1.137314,154
-19,27,-16,10,-3,5,-9,8,42,-4,-10,6,-10,75,26,29,11,-5,-44,60,27,-18,21,9,-9,-10,55,26,-26,23,-28,30,44,5,-13,11,0.988705,-0.292139,-0.957659,-0.839072,-0.989992,0.283662,-0.91113,-0.1455,-0.399985,-0.653644,-0.839072,0.96017,-0.839072,0.921751,0.646919,-0.748058,0.004426,0.283662,0.999843,-0.952413,-0.292139,0.660317,-0.547729,-0.91113,-0.91113,-0.839072,0.022127,0.646919,0.646919,-0.532833,-0.962606,0.154251,0.999843,0.283662,0.907447,0.004426,-0.149877,0.956376,0.287903,-0.544021,-0.14112,-0.958924,-0.412118,0.989358,-0.916522,0.756802,0.544021,-0.279415,0.544021,-0.387782,0.762558,-0.663634,-0.99999,0.958924,-0.017702,-0.304811,0.956376,0.750987,0.836656,0.412118,-0.412118,0.544021,-0.999755,0.762558,-0.762558,-0.84622,-0.270906,-0.988032,0.017702,-0.958924,-0.420167,-0.99999,-0.151589,-3.273704,-0.300632,0.648361,0.142547,-3.380515,0.452316,-6.799711,2.291388,-1.157821,-0.648361,-0.291006,-0.648361,-0.420701,1.178754,0.887143,-225.950846,3.380515,-0.017705,0.32004,-3.273704,1.137314,-1.527499,-0.452316,0.452316,-0.648361,-45.183088,1.178754,-1.178754,1.588153,0.28143,-6.405331,0.017705,-3.380515,-0.463021,-225.950846,268
