@relation resultsNCexpanded-weka.filters.unsupervised.attribute.Remove-R146-151

@attribute 00 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute c00 numeric
@attribute c01 numeric
@attribute c02 numeric
@attribute c03 numeric
@attribute c04 numeric
@attribute c05 numeric
@attribute c10 numeric
@attribute c11 numeric
@attribute c12 numeric
@attribute c13 numeric
@attribute c14 numeric
@attribute c15 numeric
@attribute c20 numeric
@attribute c21 numeric
@attribute c22 numeric
@attribute c23 numeric
@attribute c24 numeric
@attribute c25 numeric
@attribute c30 numeric
@attribute c31 numeric
@attribute c32 numeric
@attribute c33 numeric
@attribute c34 numeric
@attribute c35 numeric
@attribute c40 numeric
@attribute c41 numeric
@attribute c42 numeric
@attribute c43 numeric
@attribute c44 numeric
@attribute c45 numeric
@attribute c50 numeric
@attribute c51 numeric
@attribute c52 numeric
@attribute c53 numeric
@attribute c54 numeric
@attribute c55 numeric
@attribute s00 numeric
@attribute s01 numeric
@attribute s02 numeric
@attribute s03 numeric
@attribute s04 numeric
@attribute s05 numeric
@attribute s10 numeric
@attribute s11 numeric
@attribute s12 numeric
@attribute s13 numeric
@attribute s14 numeric
@attribute s15 numeric
@attribute s20 numeric
@attribute s21 numeric
@attribute s22 numeric
@attribute s23 numeric
@attribute s24 numeric
@attribute s25 numeric
@attribute s30 numeric
@attribute s31 numeric
@attribute s32 numeric
@attribute s33 numeric
@attribute s34 numeric
@attribute s35 numeric
@attribute s40 numeric
@attribute s41 numeric
@attribute s42 numeric
@attribute s43 numeric
@attribute s44 numeric
@attribute s45 numeric
@attribute s50 numeric
@attribute s51 numeric
@attribute s52 numeric
@attribute s53 numeric
@attribute s54 numeric
@attribute s55 numeric
@attribute t00 numeric
@attribute t01 numeric
@attribute t02 numeric
@attribute t03 numeric
@attribute t04 numeric
@attribute t05 numeric
@attribute t10 numeric
@attribute t11 numeric
@attribute t12 numeric
@attribute t13 numeric
@attribute t14 numeric
@attribute t15 numeric
@attribute t20 numeric
@attribute t21 numeric
@attribute t22 numeric
@attribute t23 numeric
@attribute t24 numeric
@attribute t25 numeric
@attribute t30 numeric
@attribute t31 numeric
@attribute t32 numeric
@attribute t33 numeric
@attribute t34 numeric
@attribute t35 numeric
@attribute t40 numeric
@attribute t41 numeric
@attribute t42 numeric
@attribute t43 numeric
@attribute t44 numeric
@attribute t45 numeric
@attribute t50 numeric
@attribute t51 numeric
@attribute t52 numeric
@attribute t53 numeric
@attribute t54 numeric
@attribute t55 numeric
@attribute R numeric

@data
-8,-2,32,18,-35,15,22,4,31,-22,0,15,-13,-2,21,-11,5,3,-5,10,2,3,-6,18,-16,9,-17,6,-51,7,10,5,7,-24,0,4,-0.1455,-0.416147,0.834223,0.660317,-0.903692,-0.759688,-0.999961,-0.653644,0.914742,-0.999961,1,-0.759688,0.907447,-0.416147,-0.547729,0.004426,0.283662,-0.989992,0.283662,-0.839072,-0.416147,-0.989992,0.96017,0.660317,-0.957659,-0.91113,-0.275163,0.96017,0.742154,0.753902,-0.839072,0.283662,0.753902,0.424179,1,-0.653644,-0.989358,-0.909297,0.551427,-0.750987,0.428183,0.650288,-0.008851,-0.756802,-0.404038,0.008851,0,0.650288,-0.420167,-0.909297,0.836656,0.99999,-0.958924,0.14112,0.958924,-0.544021,0.909297,0.14112,0.279415,-0.750987,0.287903,0.412118,0.961397,-0.279415,-0.670229,0.656987,-0.544021,-0.958924,0.656987,0.905578,0,-0.756802,6.799711,2.18504,0.661006,-1.137314,-0.473815,-0.855993,0.008852,1.157821,-0.441696,-0.008852,0,-0.855993,-0.463021,2.18504,-1.527499,225.950846,-3.380515,-0.142547,3.380515,0.648361,-2.18504,-0.142547,0.291006,-1.137314,-0.300632,-0.452316,-3.493916,-0.291006,-0.903086,0.871448,0.648361,-3.380515,0.871448,2.134897,0,1.157821,223
-91,-73,-21,7,-22,-67,-104,445,29,46,-1,-75,-95,418,52,-19,-10,77,-82,-82,23,-5,-7,74,-129,-115,14,-12,5,-73,-99,-82,11,-15,-10,-109,-0.994367,-0.736193,-0.547729,0.753902,-0.999961,-0.51777,-0.946868,0.448101,-0.748058,-0.432178,0.540302,0.921751,0.730174,-0.985892,-0.162991,0.988705,-0.839072,-0.030975,0.949678,0.949678,-0.532833,0.283662,0.753902,0.171717,-0.981106,-0.32581,0.136737,0.843854,0.283662,-0.736193,0.039821,0.949678,0.004426,-0.759688,-0.839072,-0.577002,-0.105988,0.676772,-0.836656,0.656987,0.008851,0.85552,0.321622,-0.893983,-0.663634,0.901788,-0.841471,0.387782,-0.683262,-0.167385,0.986628,-0.149877,0.544021,0.99952,-0.313229,-0.313229,-0.84622,0.958924,-0.656987,-0.985146,0.193473,-0.945435,0.990607,0.536573,-0.958924,0.676772,0.999207,-0.313229,-0.99999,-0.650288,0.544021,-0.816743,0.106588,-0.919286,1.527499,0.871448,-0.008852,-1.652317,-0.33967,-1.99505,0.887143,-2.086614,-1.557408,0.420701,-0.935752,0.169781,-6.053272,-0.151589,-0.648361,-32.268576,-0.329826,-0.329826,1.588153,3.380515,-0.871448,-5.737023,-0.197199,2.901801,7.244607,0.63586,-3.380515,-0.919286,25.092535,-0.329826,-225.950846,0.855993,-0.648361,1.415493,98
70,-70,4,0,-17,127,-50,-75,12,13,-6,913,-91,-63,29,-9,-4,105,-67,-83,18,5,-4,2,-70,-51,27,0,-5,-1,-73,-88,24,-3,-17,14,0.633319,0.633319,-0.653644,1,-0.275163,0.232359,0.964966,0.921751,0.843854,0.907447,0.96017,-0.359129,-0.994367,0.985897,-0.748058,-0.91113,-0.653644,-0.240959,-0.51777,0.24954,0.660317,0.283662,-0.653644,-0.416147,0.633319,0.742154,-0.292139,1,0.283662,0.540302,-0.736193,0.999373,0.424179,-0.989992,-0.275163,0.136737,0.773891,-0.773891,-0.756802,0,0.961397,0.97263,0.262375,0.387782,-0.536573,0.420167,0.279415,0.933288,-0.105988,-0.167356,-0.663634,-0.412118,0.756802,-0.970535,0.85552,-0.968364,-0.750987,-0.958924,0.756802,0.909297,-0.773891,-0.670229,0.956376,0,0.958924,-0.841471,0.676772,-0.035398,-0.905578,-0.14112,0.961397,0.990607,1.22196,-1.22196,1.157821,0,-3.493916,4.185892,0.271901,0.420701,-0.63586,0.463021,0.291006,-2.598757,0.106588,-0.16975,0.887143,0.452316,-1.157821,4.027802,-1.652317,-3.880596,-1.137314,-3.380515,-1.157821,-2.18504,-1.22196,-0.903086,-3.273704,0,3.380515,-1.557408,-0.919286,-0.035421,-2.134897,0.142547,-3.493916,7.244607,88
-39,-64,4,-13,-24,6,-27,-39,-1,24,-32,27,177,-12,30,26,-26,19,490,-43,9,14,12,8,-9,-41,10,-18,-18,6,-22,-35,22,14,-1,34,0.266643,0.391857,-0.653644,0.907447,0.424179,0.96017,-0.292139,0.266643,0.540302,0.424179,0.834223,-0.292139,0.479412,0.843854,0.154251,0.646919,0.646919,0.988705,0.99609,0.555113,-0.91113,0.136737,0.843854,-0.1455,-0.91113,-0.987339,-0.839072,0.660317,0.660317,0.96017,-0.999961,-0.903692,-0.999961,0.136737,0.540302,-0.84857,-0.963795,-0.920026,-0.756802,-0.420167,0.905578,-0.279415,-0.956376,-0.963795,-0.841471,-0.905578,-0.551427,0.956376,0.87759,0.536573,-0.988032,0.762558,-0.762558,0.149877,-0.088339,0.831775,0.412118,0.990607,-0.536573,0.989358,-0.412118,0.158623,-0.544021,0.750987,0.750987,-0.279415,0.008851,0.428183,-0.008851,0.990607,-0.841471,0.529083,-3.614554,-2.34786,1.157821,-0.463021,2.134897,-0.291006,3.273704,-3.614554,-1.557408,-2.134897,-0.661006,-3.273704,1.830553,0.63586,-6.405331,1.178754,-1.178754,0.151589,-0.088685,1.498387,-0.452316,7.244607,-0.63586,-6.799711,0.452316,-0.160657,0.648361,1.137314,1.137314,-0.291006,-0.008852,-0.473815,0.008852,7.244607,-1.557408,-0.623499,102
28,-119,52,68,1,34,6,-77,19,21,-19,35,17,-88,27,112,61,37,39,-81,52,677,349,48,34,-57,438,2319,210,38,38,-103,176,90,6,37,-0.962606,0.928471,-0.162991,0.440143,0.540302,-0.84857,0.96017,-0.030975,0.988705,-0.547729,0.988705,-0.903692,-0.275163,0.999373,-0.292139,0.455969,-0.258102,0.765414,0.266643,0.776686,-0.162991,-0.013216,-0.960162,-0.640144,-0.84857,0.899867,-0.249511,0.875357,-0.883877,0.955074,0.955074,-0.782231,0.997494,-0.448074,0.96017,0.765414,0.270906,0.371404,0.986628,-0.897928,0.841471,0.529083,-0.279415,-0.99952,0.149877,0.836656,-0.149877,-0.428183,-0.961397,-0.035398,0.956376,-0.889996,-0.966118,-0.643538,0.963795,0.629888,0.986628,-0.999913,-0.279444,-0.768255,0.529083,-0.436165,-0.968372,0.483476,0.467719,0.296369,0.296369,-0.622989,0.070752,0.893997,-0.279415,-0.643538,-0.28143,0.400017,-6.053272,-2.040082,1.557408,-0.623499,-0.291006,32.268576,0.151589,-1.527499,-0.151589,0.473815,3.493916,-0.035421,-3.273704,-1.951877,3.743168,-0.840771,3.614554,0.810994,-6.053272,75.656596,0.291039,1.200127,-0.623499,-0.484699,3.88108,0.552319,-0.529167,0.31031,0.31031,0.796426,0.07093,-1.9952,-0.291006,-0.840771,66
-60,-75,27,15,-16,9,-13,-62,1,33,30,14,-6,-57,-33,12,21,11,-6,-68,-15,-6,-18,11,-15,-31,-22,13,0,12,-25,-48,-7,25,-3,40,-0.952413,0.921751,-0.292139,-0.759688,-0.957659,-0.91113,0.907447,0.673507,0.540302,-0.013277,0.154251,0.136737,0.96017,0.899867,-0.013277,0.843854,-0.547729,0.004426,0.96017,0.440143,-0.759688,0.96017,0.660317,0.004426,-0.759688,0.914742,-0.999961,0.907447,1,0.843854,0.991203,-0.640144,0.753902,0.991203,-0.989992,-0.666938,0.304811,0.387782,0.956376,0.650288,0.287903,0.412118,-0.420167,0.739181,0.841471,0.999912,-0.988032,0.990607,0.279415,-0.436165,-0.999912,-0.536573,0.836656,-0.99999,0.279415,0.897928,-0.650288,0.279415,0.750987,-0.99999,-0.650288,0.404038,0.008851,0.420167,0,-0.536573,0.132352,0.768255,-0.656987,-0.132352,-0.14112,0.745113,-0.32004,0.420701,-3.273704,-0.855993,-0.300632,-0.452316,-0.463021,1.09751,1.557408,-75.313015,-6.405331,7.244607,0.291006,-0.484699,75.313015,-0.63586,-1.527499,-225.950846,0.291006,2.040082,0.855993,0.291006,1.137314,-225.950846,0.855993,0.441696,-0.008852,0.463021,0,-0.63586,0.133526,-1.200127,-0.871448,-0.133526,0.142547,-1.117215,349
-48,-50,4,-31,51,-68,-37,-57,1,-39,23,-41,-55,-62,-5,-29,50,-53,-73,-54,-25,-33,57,-67,-54,-59,-28,-15,63,-73,-62,-63,-28,-18,44,-62,-0.640144,0.964966,-0.653644,0.914742,0.742154,0.440143,0.765414,0.899867,0.540302,0.266643,-0.532833,-0.987339,0.022127,0.673507,0.283662,-0.748058,0.964966,-0.918283,-0.736193,-0.82931,0.991203,-0.013277,0.899867,-0.51777,-0.82931,-0.77108,-0.962606,-0.759688,0.985897,-0.736193,0.673507,0.985897,-0.962606,0.660317,0.999843,0.673507,0.768255,0.262375,-0.756802,0.404038,0.670229,0.897928,0.643538,-0.436165,0.841471,-0.963795,-0.84622,0.158623,0.999755,0.739181,0.958924,0.663634,-0.262375,-0.395925,0.676772,0.558789,0.132352,-0.999912,0.436165,0.85552,0.558789,-0.636738,-0.270906,-0.650288,0.167356,0.676772,0.739181,-0.167356,-0.270906,0.750987,0.017702,0.739181,-1.200127,0.271901,1.157821,0.441696,0.903086,2.040082,0.840771,-0.484699,1.557408,-3.614554,1.588153,-0.160657,45.183088,1.09751,3.380515,-0.887143,-0.271901,0.431158,-0.919286,-0.6738,0.133526,75.313015,0.484699,-1.652317,-0.6738,0.825774,0.28143,0.855993,0.16975,-0.919286,1.09751,-0.16975,0.28143,1.137314,0.017705,1.09751,233
-112,-67,4,42,60,-87,-102,461,22,29,81,-69,-114,463,42,11,97,-20,-124,-39,0,-9,100,-3,-93,-79,3,17,80,-71,-119,-62,-20,12,77,-70,0.455969,-0.51777,-0.653644,-0.399985,-0.952413,0.56975,0.101586,-0.686508,-0.999961,-0.748058,0.776686,0.99339,0.619521,-0.375482,-0.399985,0.004426,-0.925148,0.408082,-0.092776,0.266643,1,-0.91113,0.862319,-0.989992,0.317429,-0.895971,-0.989992,-0.275163,-0.110387,-0.309023,0.928471,0.673507,0.408082,0.843854,-0.030975,0.633319,0.889996,0.85552,-0.756802,-0.916522,-0.304811,0.821818,-0.994827,0.727122,-0.008851,-0.663634,-0.629888,0.114785,-0.78498,-0.92683,-0.916522,-0.99999,0.379608,-0.912945,0.995687,-0.963795,0,-0.412118,-0.506366,-0.14112,0.948282,0.444113,0.14112,-0.961397,-0.993889,-0.951055,0.371404,0.739181,-0.912945,-0.536573,0.99952,-0.773891,1.951877,-1.652317,1.157821,2.291388,0.32004,1.442417,-9.79298,-1.059159,0.008852,0.887143,-0.810994,0.115549,-1.267077,2.468376,2.291388,-225.950846,-0.410321,-2.237161,-10.732138,-3.614554,0,0.452316,-0.587214,0.142547,2.987386,-0.495678,-0.142547,3.493916,9.003655,3.07762,0.400017,1.09751,-2.237161,-0.63586,-32.268576,-1.22196,98
-2,13,2,-7,81,34,2,-4,95,42,87,38,-12,37,2395,179,89,31,34,2386,150,41,99,32,-4,126,27,2,107,60,-23,25,25,16,102,29,-0.416147,0.907447,-0.416147,0.753902,0.776686,-0.84857,-0.416147,-0.653644,0.730174,-0.399985,0.56975,0.955074,0.843854,0.765414,0.447885,-0.997496,0.510177,0.914742,-0.84857,-0.03961,0.699251,-0.987339,0.039821,0.834223,-0.653644,0.943984,-0.292139,-0.416147,0.98278,-0.952413,-0.532833,0.991203,0.991203,-0.957659,0.101586,-0.748058,-0.909297,0.420167,0.909297,-0.656987,-0.629888,0.529083,0.909297,0.756802,0.683262,-0.916522,-0.821818,0.296369,0.536573,-0.643538,0.894091,0.070722,0.860069,-0.404038,0.529083,-0.999215,-0.714876,-0.158623,-0.999207,0.551427,0.756802,0.329991,0.956376,0.909297,0.184782,-0.304811,0.84622,-0.132352,-0.132352,-0.287903,0.994827,-0.663634,2.18504,0.463021,-2.18504,-0.871448,-0.810994,-0.623499,-2.18504,-1.157821,0.935752,2.291388,-1.442417,0.31031,0.63586,-0.840771,1.996252,-0.0709,1.685825,-0.441696,-0.623499,25.226314,-1.022346,0.160657,-25.092535,0.661006,-1.157821,0.349572,-3.273704,-2.18504,0.18802,0.32004,-1.588153,-0.133526,-0.133526,0.300632,9.79298,0.887143,53
17,6,18,58,103,19,9,-15,36,38,83,28,6,9,-1,145,141,27,-1,6,18,677,182,72,9,57,323,2318,105,58,15,18,171,92,89,32,-0.275163,0.96017,0.660317,0.11918,-0.782231,0.988705,-0.91113,-0.759688,-0.127964,0.955074,0.24954,-0.962606,0.96017,-0.91113,0.540302,0.883863,-0.931722,-0.292139,0.540302,0.96017,0.660317,-0.013216,0.977533,-0.967251,-0.91113,0.899867,-0.83424,0.879789,-0.240959,0.11918,-0.759688,0.660317,0.215105,-0.626444,0.510177,0.834223,-0.961397,-0.279415,-0.750987,0.992873,0.622989,0.149877,0.412118,-0.650288,-0.991779,0.296369,0.968364,0.270906,-0.279415,0.412118,-0.841471,0.467745,0.363171,0.956376,-0.841471,-0.279415,-0.750987,-0.999913,-0.210781,0.253823,0.412118,0.436165,0.551402,-0.475365,-0.970535,0.992873,0.650288,-0.750987,0.976591,-0.779466,0.860069,0.551427,3.493916,-0.291006,-1.137314,8.330857,-0.796426,0.151589,-0.452316,0.855993,7.750471,0.31031,3.880596,-0.28143,-0.291006,-0.452316,-1.557408,0.529205,-0.389785,-3.273704,-1.557408,-0.291006,-1.137314,75.656596,-0.215625,-0.262417,-0.452316,0.484699,-0.660963,-0.540317,4.027802,8.330857,-0.855993,-1.137314,4.54006,1.24427,1.685825,0.661006,66
23,35,29,54,82,20,43,26,30,42,127,36,7,32,19,48,124,41,36,44,6,17,86,47,18,45,26,-2,87,48,43,43,10,5,79,35,-0.532833,-0.903692,-0.748058,-0.82931,0.949678,0.408082,0.555113,0.646919,0.154251,-0.399985,0.232359,-0.127964,0.753902,0.834223,0.988705,-0.640144,-0.092776,-0.987339,-0.127964,0.999843,0.96017,-0.275163,-0.383698,-0.992335,0.660317,0.525322,0.646919,-0.416147,0.56975,-0.640144,0.555113,0.555113,-0.839072,0.283662,-0.895971,-0.903692,-0.84622,-0.428183,-0.663634,-0.558789,0.313229,0.912945,-0.831775,0.762558,-0.988032,-0.916522,0.97263,-0.991779,0.656987,0.551427,0.149877,-0.768255,-0.995687,-0.158623,-0.991779,0.017702,-0.279415,-0.961397,-0.923458,0.123573,-0.750987,0.850904,0.762558,-0.909297,-0.821818,-0.768255,-0.831775,-0.831775,-0.544021,-0.958924,-0.444113,-0.428183,1.588153,0.473815,0.887143,0.6738,0.329826,2.237161,-1.498387,1.178754,-6.405331,2.291388,4.185892,7.750471,0.871448,0.661006,0.151589,1.200127,10.732138,0.160657,7.750471,0.017705,-0.291006,3.493916,2.40673,-0.124528,-1.137314,1.619775,1.178754,2.18504,-1.442417,1.200127,-1.498387,-1.498387,0.648361,-3.380515,0.495678,0.473815,349
30,35,18,109,251,31,34,1,21,54,101,46,30,1,-3,14,118,43,14,25,19,18,114,44,40,33,26,22,186,166,2,17,28,98,1068,165,0.154251,-0.903692,0.660317,-0.577002,0.946878,0.914742,-0.84857,0.540302,-0.547729,-0.82931,0.892005,-0.432178,0.154251,0.540302,-0.989992,0.136737,0.189129,0.555113,0.136737,0.991203,0.988705,0.660317,0.619521,0.999843,-0.666938,-0.013277,0.646919,-0.999961,-0.798478,-0.875459,-0.416147,-0.275163,-0.962606,-0.819288,0.990005,-0.066337,-0.988032,-0.428183,-0.750987,0.816743,-0.321594,-0.404038,0.529083,0.841471,0.836656,-0.558789,0.452026,0.901788,-0.988032,0.841471,-0.14112,0.990607,-0.981952,-0.831775,0.990607,-0.132352,0.149877,-0.750987,0.78498,0.017702,0.745113,0.999912,0.762558,-0.008851,-0.602024,0.483292,0.909297,-0.961397,0.270906,-0.573382,-0.14103,0.997797,-6.405331,0.473815,-1.137314,-1.415493,-0.339636,-0.441696,-0.623499,1.557408,-1.527499,0.6738,0.506753,-2.086614,-6.405331,1.557408,0.142547,7.244607,-5.191959,-1.498387,7.244607,-0.133526,0.151589,-1.137314,1.267077,0.017705,-1.117215,-75.313015,1.178754,0.008852,0.753964,-0.552043,-2.18504,3.493916,-0.28143,0.699854,-0.142454,-15.041353,87
28,14,10,29,70,32,26,6,8,11,99,87,8,19,16,61,169,826,45,18,17,80,416,593,10,4,15,0,97,41,28,9,-16,10,107,33,-0.962606,0.136737,-0.839072,-0.748058,0.633319,0.834223,0.646919,0.96017,-0.1455,0.004426,0.039821,0.56975,-0.1455,0.988705,-0.957659,-0.258102,0.798496,-0.971606,0.525322,0.660317,-0.275163,-0.110387,0.258073,-0.724139,-0.839072,-0.653644,-0.759688,1,-0.925148,-0.987339,-0.962606,-0.91113,-0.957659,-0.839072,0.98278,-0.013277,0.270906,0.990607,-0.544021,-0.663634,0.773891,0.551427,0.762558,-0.279415,0.989358,-0.99999,-0.999207,-0.821818,0.989358,0.149877,-0.287903,-0.966118,-0.602,0.236603,0.850904,-0.750987,-0.961397,-0.993889,0.966126,0.689654,-0.544021,-0.756802,0.650288,0,0.379608,-0.158623,0.270906,0.412118,0.287903,-0.544021,0.184782,0.999912,-0.28143,7.244607,0.648361,0.887143,1.22196,0.661006,1.178754,-0.291006,-6.799711,-225.950846,-25.092535,-1.442417,-6.799711,0.151589,0.300632,3.743168,-0.753917,-0.243517,1.619775,-1.137314,3.493916,9.003655,3.743621,-0.952379,0.648361,1.157821,-0.855993,0,-0.410321,0.160657,-0.28143,-0.452316,-0.300632,0.648361,0.18802,-75.313015,100
35,42,11,29,116,43,77,41,7,23,101,54,69,42,6,-3,64,44,15,36,19,9,83,1,20,21,18,30,95,25,46,36,12,15,107,31,-0.903692,-0.399985,0.004426,-0.748058,-0.971592,0.555113,-0.030975,-0.987339,0.753902,-0.532833,0.892005,-0.82931,0.99339,-0.399985,0.96017,-0.989992,0.391857,0.999843,-0.759688,-0.127964,0.988705,-0.91113,0.24954,0.540302,0.408082,-0.547729,0.660317,0.154251,0.730174,0.991203,-0.432178,-0.127964,0.843854,-0.759688,0.98278,0.914742,-0.428183,-0.916522,-0.99999,-0.663634,0.236661,-0.831775,0.99952,-0.158623,0.656987,-0.84622,0.452026,-0.558789,-0.114785,-0.916522,-0.279415,-0.14112,0.920026,0.017702,0.650288,-0.991779,0.149877,0.412118,0.968364,0.841471,0.912945,0.836656,-0.750987,-0.988032,0.683262,-0.132352,0.901788,-0.991779,-0.536573,0.650288,0.184782,-0.404038,0.473815,2.291388,-225.950846,0.887143,-0.243581,-1.498387,-32.268576,0.160657,0.871448,1.588153,0.506753,0.6738,-0.115549,2.291388,-0.291006,0.142547,2.34786,0.017705,-0.855993,7.750471,0.151589,-0.452316,3.880596,1.557408,2.237161,-1.527499,-1.137314,-6.405331,0.935752,-0.133526,-2.086614,7.750471,-0.63586,-0.855993,0.18802,-0.441696,232
37,27,39,11,88,32,56,64,-16,6,100,25,80,536,13,43,99,41,45,55,5,43,119,44,25,36,20,32,105,42,17,25,17,7,109,37,0.765414,-0.292139,0.266643,0.004426,0.999373,0.834223,0.85322,0.391857,-0.957659,0.96017,0.862319,0.991203,-0.110387,-0.350826,0.907447,0.555113,0.039821,-0.987339,0.525322,0.022127,0.283662,0.555113,0.928471,0.999843,0.991203,-0.127964,0.408082,0.834223,-0.240959,-0.399985,-0.275163,0.991203,-0.275163,0.753902,-0.577002,0.765414,-0.643538,0.956376,0.963795,-0.99999,0.035398,0.551427,-0.521551,0.920026,0.287903,-0.279415,-0.506366,-0.132352,-0.993889,0.936441,0.420167,-0.831775,-0.999207,-0.158623,0.850904,-0.999755,-0.958924,-0.831775,-0.371404,0.017702,-0.132352,-0.991779,0.912945,0.551427,-0.970535,-0.916522,-0.961397,-0.132352,-0.961397,0.656987,0.816743,-0.643538,-0.840771,-3.273704,3.614554,-225.950846,0.035421,0.661006,-0.611274,2.34786,-0.300632,-0.291006,-0.587214,-0.133526,9.003655,-2.669249,0.463021,-1.498387,-25.092535,0.160657,1.619775,-45.183088,-3.380515,-1.498387,-0.400017,0.017705,-0.133526,7.750471,2.237161,0.661006,4.027802,2.291388,3.493916,-0.133526,3.493916,0.871448,-1.415493,-0.840771,99
18,29,26,31,37,11,14,30,2387,245,57,13,23,2375,136,36,46,36,70,99,36,26,34,27,28,83,41,32,50,17,-4,36,31,41,55,19,0.660317,-0.748058,0.646919,0.914742,0.765414,0.004426,0.136737,0.154251,0.819409,0.999022,0.899867,0.907447,-0.532833,0.99903,-0.612548,-0.127964,-0.432178,-0.127964,0.633319,0.039821,-0.127964,0.646919,-0.84857,-0.292139,-0.962606,0.24954,-0.987339,0.834223,0.964966,-0.275163,-0.653644,-0.127964,0.914742,-0.987339,0.022127,0.988705,-0.750987,-0.663634,0.762558,-0.404038,-0.643538,-0.99999,0.990607,-0.988032,-0.573209,-0.044213,0.436165,0.420167,-0.84622,-0.044032,-0.790433,-0.991779,0.901788,-0.991779,0.773891,-0.999207,-0.991779,0.762558,0.529083,0.956376,0.270906,0.968364,-0.158623,0.551427,-0.262375,-0.961397,0.756802,-0.991779,-0.404038,-0.158623,-0.999755,0.149877,-1.137314,0.887143,1.178754,-0.441696,-0.840771,-225.950846,7.244607,-6.405331,-0.699539,-0.044256,0.484699,0.463021,1.588153,-0.044075,1.290402,7.750471,-2.086614,7.750471,1.22196,-25.092535,7.750471,1.178754,-0.623499,-3.273704,-0.28143,3.880596,0.160657,0.661006,-0.271901,3.493916,-1.157821,7.750471,-0.441696,0.160657,-45.183088,0.151589,53
50,-14,49,49,43,20,16,11,13,49,40,11,-2,21,19,148,98,27,8,-1,27,681,128,64,25,54,332,2323,65,30,3,52,193,116,50,6,0.964966,0.136737,0.300593,0.300593,0.555113,0.408082,-0.957659,0.004426,0.907447,0.300593,-0.666938,0.004426,-0.416147,-0.547729,0.988705,-0.941026,-0.819288,-0.292139,-0.1455,0.540302,-0.292139,-0.748098,-0.692896,0.391857,0.991203,-0.82931,0.532859,-0.206276,-0.562454,0.154251,-0.989992,-0.162991,-0.206453,-0.971592,0.964966,0.96017,-0.262375,-0.990607,-0.953753,-0.953753,-0.831775,0.912945,-0.287903,-0.99999,0.420167,-0.953753,0.745113,-0.99999,-0.909297,0.836656,0.149877,-0.338333,-0.573382,0.956376,0.989358,-0.841471,0.956376,0.663589,0.721038,0.920026,-0.132352,-0.558789,-0.846204,-0.978494,0.826829,-0.988032,0.14112,0.986628,-0.978457,0.236661,-0.262375,-0.279415,-0.271901,-7.244607,-3.172909,-3.172909,-1.498387,2.237161,0.300632,-225.950846,0.463021,-3.172909,-1.117215,-225.950846,2.18504,-1.527499,0.151589,0.359537,0.699854,-3.273704,-6.799711,-1.557408,-3.273704,-0.887035,-1.040615,2.34786,-0.133526,0.6738,-1.588047,4.74362,-1.470038,-6.405331,-0.142547,-6.053272,4.739373,-0.243581,-0.271901,-0.291006,66
-6,20,-26,4,45,27,30,33,9,48,72,22,5,-3,-15,47,66,14,3,12,4,43,57,8,-6,-22,-30,8,40,18,4,2,-14,38,47,24,0.96017,0.408082,0.646919,-0.653644,0.525322,-0.292139,0.154251,-0.013277,-0.91113,-0.640144,-0.967251,-0.999961,0.283662,-0.989992,-0.759688,-0.992335,-0.999647,0.136737,-0.989992,0.843854,-0.653644,0.555113,0.899867,-0.1455,0.96017,-0.999961,0.154251,-0.1455,-0.666938,0.660317,-0.653644,-0.416147,0.136737,0.955074,-0.992335,0.424179,0.279415,0.912945,-0.762558,-0.756802,0.850904,0.956376,-0.988032,0.999912,0.412118,-0.768255,0.253823,-0.008851,-0.958924,-0.14112,-0.650288,0.123573,-0.026551,0.990607,0.14112,-0.536573,-0.756802,-0.831775,0.436165,0.989358,0.279415,0.008851,0.988032,0.989358,0.745113,-0.750987,-0.756802,0.909297,-0.990607,0.296369,0.123573,-0.905578,0.291006,2.237161,-1.178754,1.157821,1.619775,-3.273704,-6.405331,-75.313015,-0.452316,1.200127,-0.262417,0.008852,-3.380515,0.142547,0.855993,-0.124528,0.026561,7.244607,-0.142547,-0.63586,1.157821,-1.498387,0.484699,-6.799711,0.291006,-0.008852,6.405331,-6.799711,-1.117215,-1.137314,1.157821,-2.18504,-7.244607,0.31031,-0.124528,-2.134897,349
